#chr1	x1	x2	chr2	y1	y2	P_val
chr1	35700000	35730000	chr1	35870000	36020000	0.02269056315189649
chr1	36080000	36130000	chr1	36420000	36540000	0.06234333030041675
chr1	36840000	36870000	chr1	36960000	37080000	0.029727542602240357
chr1	39780000	39830000	chr1	39880000	40120000	8.311107705237168e-11
chr1	40120000	40170000	chr1	40230000	40350000	2.6524005345704096e-06
chr1	40310000	40340000	chr1	40410000	40740000	3.069671983627501e-18
chr1	41430000	41440000	chr1	41790000	41880000	0.12641010189694898
chr1	42130000	42180000	chr1	42350000	42460000	0.05745246815872789
chr1	42320000	42370000	chr1	42650000	42760000	0.3921771982766235
chr1	42900000	42950000	chr1	43000000	43210000	1.9653444647120944e-07
chr1	43210000	43260000	chr1	43320000	43530000	6.73478565230533e-09
chr1	43500000	43550000	chr1	43640000	43780000	0.10950780276466406
chr1	43750000	43780000	chr1	43850000	44040000	2.167884253664062e-12
chr1	46010000	46060000	chr1	46170000	46300000	0.1489283164802179
chr1	47150000	47200000	chr1	47650000	47750000	0.04397027789399652
chr1	47420000	47470000	chr1	47560000	47760000	8.761475231824138e-07
chr1	50320000	50370000	chr1	50580000	50720000	0.017103875789462843
chr1	50760000	50790000	chr1	50870000	51070000	0.0825100971532202
chr1	52120000	52170000	chr1	52260000	52430000	0.01446447688876939
chr1	54660000	54690000	chr1	54870000	54960000	0.09313257832517458
chr1	63290000	63340000	chr1	63480000	63580000	0.08789568765391363
chr1	65040000	65090000	chr1	65150000	65310000	0.0009342122259551639
chr1	65210000	65240000	chr1	65430000	65520000	0.13092285535389978
chr1	66220000	66270000	chr1	66410000	66520000	0.05481058614564187
chr1	68090000	68140000	chr1	68310000	68460000	0.009931891198032906
chr1	78120000	78170000	chr1	78590000	78710000	0.012601518883016982
chr1	84760000	84790000	chr1	84860000	85060000	1.6979178267156575e-07
chr1	86460000	86510000	chr1	86630000	86750000	0.02137181076447918
chr1	88650000	88680000	chr1	88780000	88950000	0.027567198046394625
chr1	89610000	89640000	chr1	89710000	89850000	3.0311987429155757e-09
chr1	90700000	90750000	chr1	90840000	90960000	0.04246330212300046
chr1	91490000	91540000	chr1	91850000	91950000	0.14530942753647264
chr1	92280000	92330000	chr1	92510000	92710000	0.00014887350273903692
chr1	92460000	92490000	chr1	92560000	92650000	0.2914344663062039
chr1	92820000	92870000	chr1	92930000	93170000	8.955202359527607e-10
chr1	93420000	93430000	chr1	93530000	93690000	0.004721316594144254
chr1	94030000	94080000	chr1	94150000	94600000	9.547630563107062e-25
chr1	109770000	109800000	chr1	109860000	110110000	9.139868077136287e-80
chr1	110160000	110210000	chr1	110400000	110510000	0.5760572140496658
chr1	111030000	111060000	chr1	111130000	111480000	1.2329624632388815e-21
chr1	111480000	111530000	chr1	111620000	111770000	6.723100184254235e-06
chr1	114320000	114370000	chr1	114520000	114670000	0.01271254939712336
chr1	114550000	114560000	chr1	114630000	114770000	4.3595136289297166e-08
chr1	115110000	115160000	chr1	115500000	115600000	0.04397027789399652
chr1	115260000	115290000	chr1	115370000	115550000	0.00019705116896162196
chr1	116140000	116190000	chr1	116270000	116480000	1.8030790488267757e-06
chr1	117510000	117540000	chr1	117670000	117920000	1.0121222003621218e-07
chr1	119260000	119290000	chr1	119370000	119500000	0.014071763677886566
chr1	149880000	149890000	chr1	149970000	150310000	4.2771864034028214e-13
chr1	150520000	150570000	chr1	150700000	150810000	0.1341367438823357
chr1	152040000	152070000	chr1	152140000	152540000	2.0532192229894724e-15
chr1	152160000	152210000	chr1	152350000	152550000	0.060425022404219
chr1	152840000	152890000	chr1	153170000	153320000	0.05406463158935286
chr1	154330000	154360000	chr1	154440000	154550000	0.018330111819008187
chr1	154540000	154570000	chr1	154980000	155070000	0.057082854520759035
chr1	155930000	155940000	chr1	155960000	156400000	4.3173698081492684e-78
chr1	156660000	156690000	chr1	156790000	156900000	1.30567137422026e-05
chr1	158780000	158810000	chr1	159000000	159080000	0.1820512265736695
chr1	159760000	159810000	chr1	159930000	160110000	0.00821477934722244
chr1	162040000	162090000	chr1	162200000	162480000	4.492397774158826e-05
chr1	162600000	162650000	chr1	162710000	162860000	4.057798083132079e-05
chr1	165370000	165420000	chr1	165500000	165840000	5.224710527689922e-08
chr1	165910000	165960000	chr1	166060000	166210000	0.0026664399664987227
chr1	167030000	167080000	chr1	167470000	167580000	0.12279350432269152
chr1	167260000	167290000	chr1	167350000	167540000	3.5743669279526685e-12
chr1	168400000	168450000	chr1	168510000	168610000	0.26026817303535654
chr1	169910000	169940000	chr1	170050000	170130000	0.1426287967600519
chr1	171800000	171830000	chr1	171900000	172030000	0.034877163270849124
chr1	173400000	173450000	chr1	173560000	174100000	5.922464003718214e-23
chr1	173900000	173930000	chr1	174080000	174160000	0.2505958120363991
chr1	174250000	174280000	chr1	174650000	174840000	7.955504635064346e-09
chr1	175120000	175170000	chr1	175230000	175520000	3.1169625308826064e-15
chr1	177770000	177800000	chr1	177870000	177950000	0.22059599331665145
chr1	178510000	178560000	chr1	178680000	179140000	1.8189898660896697e-19
chr1	180480000	180530000	chr1	181060000	181160000	0.04397027789399652
chr1	182570000	182620000	chr1	182730000	182930000	0.020922653918166424
chr1	182950000	182980000	chr1	183130000	183330000	4.107620862894913e-10
chr1	183270000	183300000	chr1	183600000	183710000	0.004940553583140526
chr1	185290000	185340000	chr1	185560000	185660000	0.005829500081692407
chr1	192430000	192480000	chr1	192630000	192730000	0.0810590257576799
chr1	192790000	192820000	chr1	192920000	193080000	0.0010312475198766729
chr1	198920000	198950000	chr1	199130000	199250000	0.17278706911868583
chr1	200130000	200160000	chr1	200400000	200560000	0.003615007188679151
chr1	200270000	200320000	chr1	200370000	200590000	3.188290318726103e-15
chr1	202330000	202360000	chr1	202510000	202670000	0.002218317070431297
chr1	203340000	203350000	chr1	203450000	203790000	1.921278596269311e-19
chr1	203840000	203890000	chr1	204100000	204250000	0.02054438823544104
chr1	205140000	205150000	chr1	205230000	205360000	0.0003266720311271797
chr1	205640000	205670000	chr1	205920000	206110000	2.0148061696586218e-11
chr1	206470000	206500000	chr1	206600000	206800000	2.635185225777824e-05
chr1	207060000	207090000	chr1	207300000	207460000	0.0019486803504708047
chr1	211130000	211160000	chr1	211260000	211520000	0.002977949013004145
chr1	211660000	211710000	chr1	211910000	212150000	1.4012177839751808e-06
chr1	212050000	212100000	chr1	212260000	212450000	4.842690451791554e-07
chr1	212430000	212480000	chr1	212590000	212890000	4.082240938337316e-09
chr1	214310000	214360000	chr1	214480000	214610000	0.022355806277505285
chr1	224500000	224550000	chr1	224790000	224920000	0.022198929558837677
chr1	225310000	225320000	chr1	225390000	226030000	1.6950417552005344e-33
chr1	225450000	225500000	chr1	225800000	226020000	4.14916059764728e-08
chr1	225760000	225790000	chr1	225950000	226030000	0.14647551584453222
chr1	226600000	226650000	chr1	226710000	226980000	1.0684162831387685e-15
chr1	227210000	227240000	chr1	227320000	227400000	0.1160001002495883
chr1	228730000	228740000	chr1	228800000	229270000	1.494641661667167e-164
chr1	229050000	229060000	chr1	229210000	229270000	0.2790651270211182
chr1	229240000	229290000	chr1	229400000	229630000	0.00010982930514500777
chr1	229820000	229870000	chr1	230140000	230240000	0.6180785848411451
chr1	230090000	230140000	chr1	230200000	230340000	0.00031438524225910056
chr1	234470000	234520000	chr1	234570000	234970000	6.342389269810212e-16
chr1	235070000	235120000	chr1	235230000	235570000	4.0983194211562285e-25
chr1	236090000	236140000	chr1	236190000	236630000	7.2209888330639655e-25
chr1	241590000	241640000	chr1	241870000	241970000	0.6137905721397858
chr1	244770000	244820000	chr1	245050000	245170000	0.026548759058649635
chr1	246480000	246510000	chr1	246700000	246850000	0.0011617603587630349
chr1	247200000	247230000	chr1	247310000	247400000	0.17054352638514028
chr1	2180000	2260000	chr1	2530000	2560000	0.14468933042439625
chr1	5920000	6090000	chr1	6180000	6210000	0.006916407682711513
chr1	7920000	8090000	chr1	8300000	8350000	0.0025645134768847153
chr1	8120000	8780000	chr1	8860000	8870000	9.552036069603902e-24
chr1	11350000	11450000	chr1	11620000	11670000	0.1821444692935871
chr1	11620000	11760000	chr1	11890000	11920000	0.0006399765953152734
chr1	12090000	12560000	chr1	12610000	12660000	5.304652601082845e-68
chr1	13520000	13730000	chr1	13790000	13840000	2.9217828945677773e-06
chr1	13410000	13890000	chr1	13950000	13980000	1.0440432654726557e-20
chr1	14050000	14180000	chr1	14570000	14580000	0.0005540922871727006
chr1	14560000	14660000	chr1	14760000	14790000	0.029608149366271142
chr1	21180000	21450000	chr1	21530000	21540000	1.918422637985001e-15
chr1	21390000	21480000	chr1	21630000	21660000	0.4379577625497879
chr1	23670000	23790000	chr1	23900000	23950000	0.0021239931865021616
chr1	24070000	24320000	chr1	24370000	24420000	5.175593532639895e-07
chr1	26890000	27010000	chr1	27350000	27400000	0.43560215162413807
chr1	27220000	27340000	chr1	27660000	27690000	0.11542177180388832
chr1	28370000	28780000	chr1	28840000	28890000	0.004256971174837389
chr1	28670000	28800000	chr1	29160000	29210000	0.03603832343333899
chr1	30670000	30850000	chr1	30910000	30940000	3.311347979593801e-10
chr1	30720000	31080000	chr1	31150000	31200000	1.7488672222046364e-07
chr1	31470000	31870000	chr1	31920000	31970000	5.601479917837991e-12
chr1	33080000	33390000	chr1	33440000	33490000	0.00016480733685221157
chr1	33390000	33560000	chr1	33610000	33660000	0.0009324724376936804
chr1	35190000	35430000	chr1	35540000	35590000	0.0005524838139246348
chr1	36000000	36170000	chr1	36420000	36450000	0.11670922516551364
chr1	36980000	37140000	chr1	37400000	37450000	0.0037511762185664962
chr1	37670000	37850000	chr1	37970000	38020000	0.08451277838217999
chr1	37910000	38720000	chr1	38790000	38840000	3.325965759888029e-32
chr1	39810000	39900000	chr1	39960000	39990000	1.2225706396735577e-10
chr1	40040000	40250000	chr1	40300000	40350000	3.89969580574721e-19
chr1	40880000	41130000	chr1	41240000	41270000	7.036121262537001e-12
chr1	41240000	41350000	chr1	41400000	41450000	0.004035477396812032
chr1	42470000	42650000	chr1	42740000	42770000	0.04746229610909531
chr1	42660000	42790000	chr1	42900000	42950000	0.0057462575378063015
chr1	42720000	42900000	chr1	43070000	43100000	6.921465367844679e-09
chr1	44610000	44790000	chr1	45000000	45030000	0.002215005651120161
chr1	45530000	45760000	chr1	46020000	46050000	5.080223022194489e-05
chr1	47150000	47330000	chr1	47410000	47460000	0.0005404007193299639
chr1	47200000	47520000	chr1	47690000	47740000	3.247349731798928e-10
chr1	50340000	50440000	chr1	50600000	50630000	0.20301249163182206
chr1	50650000	51000000	chr1	51170000	51220000	1.5621048307474665e-06
chr1	51290000	51400000	chr1	51520000	51570000	0.06790899178556309
chr1	52260000	52470000	chr1	52670000	52720000	0.00027683756542561404
chr1	52690000	52830000	chr1	52900000	52950000	0.016610882073413533
chr1	52830000	52990000	chr1	53180000	53210000	0.014643175167360679
chr1	53200000	53310000	chr1	53370000	53420000	0.2561150945005598
chr1	54080000	54200000	chr1	54460000	54510000	0.04911592714982969
chr1	54440000	54730000	chr1	54780000	54830000	2.2275996387910258e-14
chr1	54990000	55120000	chr1	55270000	55320000	0.057860610326124745
chr1	56790000	56890000	chr1	56960000	56970000	6.145168252386272e-05
chr1	59020000	59190000	chr1	59270000	59320000	0.0018286830607702302
chr1	58620000	58720000	chr1	59740000	59790000	0.13006598854125465
chr1	61580000	61710000	chr1	61830000	61880000	0.01789510384109145
chr1	62050000	62180000	chr1	62380000	62430000	0.02134871013393808
chr1	62400000	62510000	chr1	62730000	62780000	0.05230019384998851
chr1	64680000	64930000	chr1	65040000	65090000	3.476106535418661e-05
chr1	65110000	65350000	chr1	65410000	65460000	3.343369089181867e-05
chr1	66770000	66880000	chr1	67120000	67170000	0.06440244335760703
chr1	67080000	67200000	chr1	67480000	67530000	0.12639146212565697
chr1	77720000	78060000	chr1	78110000	78160000	3.7320571560316633e-14
chr1	78110000	78260000	chr1	78330000	78340000	6.119896072272505e-11
chr1	83910000	84360000	chr1	84420000	84450000	3.3947643842071085e-24
chr1	84910000	85140000	chr1	85220000	85270000	9.234698928650873e-07
chr1	85800000	85920000	chr1	85990000	86040000	0.027775880786986472
chr1	86280000	86420000	chr1	86470000	86520000	0.0012347743853977332
chr1	87250000	87360000	chr1	87950000	87980000	0.006746130476852118
chr1	89680000	89830000	chr1	89960000	90010000	0.00994748624380779
chr1	92290000	92370000	chr1	92470000	92500000	0.10610175191711446
chr1	92210000	92410000	chr1	92600000	92630000	0.036218171528354416
chr1	94000000	94180000	chr1	94310000	94360000	0.019471318644164466
chr1	100050000	100250000	chr1	100420000	100470000	0.00464010238460286
chr1	109430000	109630000	chr1	109770000	109800000	1.863007575733666e-23
chr1	110440000	110690000	chr1	110750000	110800000	3.0503802514401016e-21
chr1	111110000	111670000	chr1	111730000	111780000	4.8230543428384926e-36
chr1	112380000	112480000	chr1	112690000	112740000	0.00937109195306028
chr1	115140000	115300000	chr1	115470000	115480000	0.012717797364207792
chr1	115720000	115900000	chr1	115960000	116010000	0.00909850513146467
chr1	117700000	117820000	chr1	117880000	117910000	0.18595879117824207
chr1	118790000	118890000	chr1	118970000	119020000	0.11510069062417157
chr1	149930000	150070000	chr1	150140000	150190000	0.014330041564852302
chr1	150140000	150320000	chr1	150520000	150570000	0.0984261137735561
chr1	150440000	150550000	chr1	150960000	151010000	0.13724626006097543
chr1	151750000	151980000	chr1	151980000	152050000	0.08685886429976725
chr1	151920000	152110000	chr1	152160000	152210000	1.1454303268965305e-05
chr1	151990000	152180000	chr1	152420000	152470000	8.829159032262216e-05
chr1	153480000	153800000	chr1	153960000	154010000	8.419933203180782e-13
chr1	155590000	155650000	chr1	155720000	155730000	1.857050529317988e-09
chr1	157090000	157340000	chr1	157470000	157520000	0.00011975132110376016
chr1	157500000	157580000	chr1	157760000	157790000	0.10114257193473322
chr1	159770000	159860000	chr1	159930000	159940000	2.6860870006774e-05
chr1	160760000	160850000	chr1	160930000	160960000	0.007007980613750386
chr1	161070000	161180000	chr1	161360000	161410000	0.0981396335090933
chr1	161390000	161510000	chr1	161720000	161770000	0.04146676839090567
chr1	161790000	161910000	chr1	162030000	162080000	0.09168775492824015
chr1	166780000	166970000	chr1	167030000	167080000	1.2715917094144145e-08
chr1	167690000	167900000	chr1	168060000	168110000	9.795479110083233e-07
chr1	168330000	168430000	chr1	168570000	168620000	0.08222614274226782
chr1	169320000	169430000	chr1	169520000	169550000	0.041978131881364546
chr1	172410000	172540000	chr1	172710000	172760000	0.046695608964210704
chr1	173130000	173350000	chr1	173400000	173450000	1.9728999275983153e-11
chr1	174700000	174880000	chr1	174970000	175000000	1.3886886436169114e-09
chr1	175130000	175230000	chr1	175300000	175330000	0.39849894767827276
chr1	175350000	175490000	chr1	175730000	175780000	0.02242818752179048
chr1	178280000	178390000	chr1	178500000	178550000	0.14682194179619779
chr1	179010000	179120000	chr1	179350000	179400000	0.0648681831379219
chr1	180130000	180240000	chr1	180470000	180520000	0.0937507225075216
chr1	180770000	181080000	chr1	181130000	181180000	2.046626486951282e-26
chr1	181090000	181300000	chr1	181390000	181440000	5.039089976781169e-09
chr1	181450000	181630000	chr1	181910000	181960000	0.0011746862412913338
chr1	182330000	182410000	chr1	182580000	182610000	0.109286374158524
chr1	182460000	182580000	chr1	182760000	182810000	0.6943819915330001
chr1	183130000	183550000	chr1	183620000	183630000	5.713829352630931e-41
chr1	184710000	184870000	chr1	184960000	184990000	0.07654261262712451
chr1	185150000	185270000	chr1	185640000	185690000	0.02492452733204334
chr1	186470000	186740000	chr1	186960000	187010000	6.155478675275496e-05
chr1	197120000	197220000	chr1	197320000	197350000	0.045267313425996956
chr1	198450000	198570000	chr1	198660000	198710000	0.18401851751089685
chr1	198720000	198920000	chr1	199220000	199270000	8.501149059134823e-05
chr1	200850000	200950000	chr1	201020000	201070000	0.268977357575089
chr1	204300000	204550000	chr1	204780000	204830000	0.0013762047033355565
chr1	205800000	206000000	chr1	206090000	206140000	0.13257806825229934
chr1	207980000	208160000	chr1	208220000	208270000	0.001588751332344074
chr1	208980000	209100000	chr1	209180000	209210000	0.09065361941304534
chr1	211460000	211570000	chr1	211620000	211670000	0.004911489387498959
chr1	211650000	211770000	chr1	211830000	211860000	0.03699695981295159
chr1	218320000	218430000	chr1	218500000	218550000	0.04235023835535427
chr1	220810000	220980000	chr1	221180000	221230000	0.0006895469774540105
chr1	221690000	221830000	chr1	221990000	222020000	0.004929015123055926
chr1	222650000	222860000	chr1	223090000	223140000	4.551027641071298e-05
chr1	224620000	224750000	chr1	224820000	224870000	0.0017693160000545678
chr1	226060000	226160000	chr1	226390000	226420000	0.09396389482596426
chr1	228140000	228270000	chr1	228430000	228480000	0.27714746310319693
chr1	229230000	229380000	chr1	229450000	229500000	0.0001654117805882658
chr1	229560000	229970000	chr1	230090000	230140000	5.41815890648524e-09
chr1	229530000	229910000	chr1	230300000	230330000	1.2688475858834695e-17
chr1	230980000	231090000	chr1	231190000	231240000	0.10052939106679445
chr1	231210000	231410000	chr1	231580000	231630000	1.0923974661790114e-09
chr1	231680000	231740000	chr1	231860000	231870000	0.33558217535868934
chr1	232420000	232550000	chr1	232610000	232660000	0.010545433863345811
chr1	234080000	234190000	chr1	234280000	234330000	0.1807009593282381
chr1	234320000	235020000	chr1	235070000	235120000	5.930780430851089e-73
chr1	241440000	241540000	chr1	241590000	241640000	0.12266581920227897
chr1	241490000	241920000	chr1	241970000	242020000	5.7996213961884855e-08
chr1	243360000	243490000	chr1	243720000	243770000	0.05512814745099053
chr1	243870000	244170000	chr1	244260000	244310000	8.917566479756439e-06
chr1	244580000	244700000	chr1	244770000	244820000	0.005472175632089261
chr1	246440000	246610000	chr1	246660000	246710000	2.9992068884836304e-06
chr1	247030000	247120000	chr1	247200000	247230000	0.04818587842455566
chr2	8860000	8910000	chr2	9020000	9190000	0.01582347503050601
chr2	9110000	9160000	chr2	9300000	9460000	0.0051308977798210365
chr2	11110000	11160000	chr2	11320000	11600000	1.9098165430927596e-11
chr2	17470000	17500000	chr2	17580000	17660000	0.05763086879796655
chr2	17820000	17870000	chr2	18050000	18220000	0.0005540922871727006
chr2	20630000	20680000	chr2	20770000	21040000	6.261337882279418e-07
chr2	24410000	24440000	chr2	25050000	25190000	0.0010350236248319626
chr2	27070000	27120000	chr2	27190000	27360000	1.2373445620906089e-06
chr2	28240000	28250000	chr2	28330000	28430000	0.14538213591805202
chr2	28930000	28960000	chr2	29210000	29330000	0.010015773087156503
chr2	32760000	32790000	chr2	32950000	33030000	0.0861684348268126
chr2	36330000	36380000	chr2	36490000	36640000	0.007133558344585432
chr2	37150000	37180000	chr2	37250000	37410000	4.6858053067335944e-05
chr2	37380000	37430000	chr2	37540000	37930000	2.19870119411253e-13
chr2	41830000	41880000	chr2	41940000	42380000	2.9779365768104983e-28
chr2	42070000	42120000	chr2	42170000	42450000	3.235112788090928e-11
chr2	42810000	42860000	chr2	42930000	43340000	7.670014488371568e-07
chr2	43590000	43640000	chr2	43740000	43890000	0.002609020775975065
chr2	44950000	45000000	chr2	45370000	45620000	0.0005874412217970484
chr2	45630000	45680000	chr2	45730000	46040000	7.739514322700361e-26
chr2	46440000	46490000	chr2	46630000	46770000	0.01711142002349487
chr2	46630000	46660000	chr2	46750000	47010000	3.8053698888533087e-13
chr2	48090000	48140000	chr2	48200000	48500000	7.84093333362948e-12
chr2	57740000	57770000	chr2	57880000	57990000	0.015439466120870507
chr2	57880000	57930000	chr2	58040000	58290000	0.00012926138383553146
chr2	60330000	60380000	chr2	60450000	60560000	0.18160920974915723
chr2	60770000	60820000	chr2	60880000	61040000	0.00015257404344303708
chr2	63680000	63710000	chr2	63800000	63950000	0.004905729378429383
chr2	64020000	64070000	chr2	64340000	64470000	0.010893042256878543
chr2	64300000	64350000	chr2	64490000	64650000	0.0015828446094771852
chr2	65040000	65070000	chr2	65160000	65320000	2.001500076689174e-07
chr2	69540000	69590000	chr2	69710000	69930000	6.36556354312457e-05
chr2	69700000	69750000	chr2	70120000	70270000	0.015627015513394384
chr2	70960000	71010000	chr2	71330000	71520000	0.000521549459525069
chr2	72860000	72910000	chr2	73160000	73260000	0.11654003792585174
chr2	74680000	74710000	chr2	74810000	75120000	4.299753340672985e-13
chr2	74900000	74930000	chr2	75000000	75170000	4.635345110604172e-06
chr2	75040000	75070000	chr2	75210000	75490000	0.001064897074264866
chr2	86070000	86100000	chr2	86220000	86440000	7.377155902051492e-05
chr2	86220000	86250000	chr2	86320000	86460000	2.61887782394246e-07
chr2	88190000	88200000	chr2	88280000	88650000	5.457975584759529e-28
chr2	98390000	98420000	chr2	98550000	98690000	3.853827031700914e-05
chr2	100240000	100290000	chr2	100360000	100460000	0.07021879828903695
chr2	100410000	100420000	chr2	100550000	100610000	0.34845415533671686
chr2	101820000	101850000	chr2	101940000	102120000	0.01806195381931542
chr2	102000000	102050000	chr2	102120000	102350000	1.0515153753419077e-09
chr2	105110000	105140000	chr2	105200000	105300000	0.0022443982724003318
chr2	105340000	105390000	chr2	105450000	105620000	6.822976910493903e-07
chr2	105560000	105590000	chr2	105680000	106080000	1.0629600795081446e-17
chr2	112620000	112630000	chr2	112700000	112770000	2.148473414705446e-15
chr2	118200000	118230000	chr2	118790000	118900000	0.006746130476852118
chr2	120660000	120710000	chr2	121000000	121120000	0.2749334016759619
chr2	121060000	121110000	chr2	121210000	121400000	0.0004428915133982792
chr2	121510000	121540000	chr2	121660000	121750000	0.06548857140179651
chr2	127020000	127070000	chr2	127160000	127340000	0.0270474069634727
chr2	127180000	127210000	chr2	127440000	127610000	0.00034723169488521283
chr2	134440000	134490000	chr2	134560000	134910000	1.9667176317667344e-13
chr2	136120000	136150000	chr2	136280000	136360000	0.2885860210926496
chr2	152160000	152210000	chr2	152280000	152790000	4.1367396809652627e-35
chr2	152320000	152350000	chr2	152560000	152700000	0.010013421675525911
chr2	157310000	157360000	chr2	157410000	157570000	0.08619358056930501
chr2	157870000	157880000	chr2	157960000	158090000	0.04877461182865578
chr2	158440000	158490000	chr2	158560000	158720000	0.0022813446609005555
chr2	160090000	160140000	chr2	160230000	160330000	0.23748193743075927
chr2	160250000	160280000	chr2	160970000	161050000	0.06614329978046396
chr2	161990000	162020000	chr2	162080000	162200000	0.0004360528541671961
chr2	164990000	165040000	chr2	165180000	165300000	0.012601518883016982
chr2	168320000	168370000	chr2	168670000	168860000	0.005440239475510614
chr2	168940000	168970000	chr2	169060000	169240000	4.785403276172075e-07
chr2	171940000	171950000	chr2	172070000	172130000	0.7472776191160475
chr2	172450000	172480000	chr2	172590000	172710000	0.010918684472682643
chr2	176110000	176160000	chr2	176340000	176730000	1.3080109334390882e-18
chr2	176810000	176840000	chr2	177060000	177160000	0.07997057971793173
chr2	177140000	177190000	chr2	177290000	177490000	5.932829120817102e-08
chr2	178090000	178140000	chr2	178200000	178440000	1.8067685437437432e-07
chr2	181720000	181750000	chr2	181920000	182070000	0.02601484219061001
chr2	190070000	190120000	chr2	190210000	190470000	0.00017219254160770331
chr2	191540000	191590000	chr2	191660000	191920000	3.600671994754257e-12
chr2	191800000	191830000	chr2	192080000	192160000	0.0462675649719306
chr2	199960000	200010000	chr2	200360000	200670000	0.0008853358487028817
chr2	203200000	203250000	chr2	203340000	203500000	0.09912638946230429
chr2	203450000	203500000	chr2	203620000	203790000	0.038260951708732796
chr2	205930000	205960000	chr2	206100000	206230000	0.27822021667764923
chr2	207750000	207780000	chr2	207890000	208040000	0.0013366067068348207
chr2	218840000	218890000	chr2	218940000	219160000	1.3586351164551451e-05
chr2	222290000	222340000	chr2	222440000	222700000	8.211846231580436e-09
chr2	222670000	222720000	chr2	222770000	223040000	3.0117366380888494e-17
chr2	223950000	224000000	chr2	224250000	224390000	0.006044926274527111
chr2	224340000	224390000	chr2	224670000	224800000	0.00020703082647915915
chr2	226770000	226820000	chr2	226950000	227120000	0.00013222019305782277
chr2	229770000	229800000	chr2	229900000	230060000	0.00037018627173070954
chr2	231900000	231930000	chr2	231990000	232540000	2.6033122069165e-98
chr2	232580000	232630000	chr2	232960000	233100000	0.02547947003654094
chr2	233030000	233080000	chr2	233140000	233270000	0.0021448212050426893
chr2	234110000	234160000	chr2	234450000	234570000	0.03037097208680198
chr2	234530000	234580000	chr2	235000000	235110000	0.023539164963369053
chr2	235740000	235790000	chr2	236030000	236290000	2.0010995008116525e-06
chr2	236340000	236390000	chr2	236460000	236670000	0.0002899961955952584
chr2	241310000	241320000	chr2	241430000	241740000	4.836957596887559e-07
chr2	6820000	6940000	chr2	7000000	7050000	0.009423505277747879
chr2	8880000	8960000	chr2	9130000	9160000	0.11144273048043925
chr2	9970000	10140000	chr2	10410000	10460000	0.00036173130584283056
chr2	10350000	10530000	chr2	10650000	10680000	2.3668099527319302e-07
chr2	10730000	10850000	chr2	11110000	11160000	0.030173386109569784
chr2	11780000	11880000	chr2	12010000	12060000	0.526670941387707
chr2	16550000	16680000	chr2	16750000	16780000	0.14449531975375754
chr2	17610000	17750000	chr2	17810000	17860000	0.0006538233268200989
chr2	19860000	19980000	chr2	20090000	20140000	0.4032880645740508
chr2	20220000	20540000	chr2	20630000	20680000	1.3301161038211119e-14
chr2	23820000	24000000	chr2	24060000	24110000	0.03941228751013889
chr2	26700000	27220000	chr2	27280000	27310000	1.73061862070304e-35
