#chr1	x1	x2	chr2	y1	y2	P_val
chr2	55770000	55800000	chr2	56190000	70800000	0.0
chr2	59620000	59660000	chr2	59660000	60150000	0.8835936012379751
chr2	63650000	63660000	chr2	65590000	78660000	0.0
chr2	70560000	70590000	chr2	70590000	70700000	0.0021201915301346376
chr2	74060000	74090000	chr2	74640000	74720000	0.011701007058145354
chr2	74930000	74940000	chr2	76000000	76070000	0.4156808317817038
chr2	79860000	79890000	chr2	80150000	80240000	0.12938260696952933
chr2	83980000	84010000	chr2	85550000	99010000	0.0
chr2	85640000	85650000	chr2	86010000	100650000	0.0
chr2	86260000	86290000	chr2	87200000	101290000	0.0
chr2	86360000	86390000	chr2	86580000	101390000	0.0
chr2	89050000	89080000	chr2	90850000	104080000	0.0
chr2	89890000	89920000	chr2	91490000	104920000	0.0
chr2	90310000	90320000	chr2	91160000	105320000	0.0
chr2	104430000	104460000	chr2	104590000	104680000	0.03049640730963289
chr2	108440000	108470000	chr2	108470000	108550000	0.19326951585717053
chr2	109790000	109820000	chr2	111350000	124820000	0.0
chr2	117830000	117860000	chr2	119240000	132860000	0.0
chr2	121480000	121510000	chr2	122360000	136510000	0.0
chr2	132960000	132990000	chr2	133390000	133520000	0.027938512070072228
chr2	138580000	138610000	chr2	138610000	138660000	0.0003881393308695214
chr2	143340000	143370000	chr2	143470000	143580000	0.06117151640644548
chr2	148450000	148480000	chr2	150120000	163480000	0.0
chr2	149160000	149190000	chr2	151050000	164190000	0.0
chr2	149280000	149310000	chr2	150170000	164310000	0.0
chr2	150160000	150190000	chr2	150570000	150720000	0.03682978108210405
chr2	151220000	151230000	chr2	151230000	166230000	0.0
chr2	157420000	157430000	chr2	157800000	157860000	0.0025408310250416843
chr2	173880000	173910000	chr2	174930000	188910000	0.0
chr2	179570000	179600000	chr2	179690000	179770000	0.33065105772159364
chr2	180580000	180610000	chr2	180650000	180790000	0.11738994008549489
chr2	-7420000	5820000	chr2	7580000	7610000	0.0
chr2	13370000	13540000	chr2	13790000	13820000	0.005264540293101589
chr2	-920000	12110000	chr2	14080000	14110000	0.0
chr2	-650000	12650000	chr2	14350000	14380000	0.0
chr2	1000000	14600000	chr2	16000000	16030000	0.0
chr2	15880000	15990000	chr2	16120000	16150000	0.030493769344633916
chr2	8300000	22580000	chr2	23300000	23330000	0.0
chr2	8450000	22570000	chr2	23450000	23480000	0.0
chr2	21490000	34930000	chr2	36490000	36520000	0.0
chr2	21740000	35260000	chr2	36740000	36770000	0.0
chr2	24650000	38890000	chr2	39650000	39680000	0.0
chr2	48370000	48460000	chr2	48870000	48900000	0.059787084144037626
chr2	38220000	51530000	chr2	53220000	53250000	0.0
chr2	40770000	55040000	chr2	55770000	55800000	0.0
chr2	56120000	56200000	chr2	56320000	56350000	0.14153328076880226
chr2	41790000	56100000	chr2	56790000	56800000	0.0
chr2	59160000	59250000	chr2	59400000	59430000	0.09217145310212899
chr2	66330000	66390000	chr2	66390000	66420000	0.01217184468758287
chr2	70260000	70340000	chr2	70560000	70590000	0.02424530864133253
chr2	71590000	71760000	chr2	71790000	71820000	3.487370078276484e-06
chr2	66060000	79780000	chr2	81060000	81090000	0.0
chr2	83590000	84120000	chr2	84120000	84130000	1.8296235756036557e-18
chr2	85020000	85090000	chr2	85090000	85120000	0.002101499102119886
chr2	71260000	84800000	chr2	86260000	86290000	0.0
chr2	71370000	84770000	chr2	86370000	86400000	0.0
chr2	73760000	88320000	chr2	88760000	88790000	0.0
chr2	74050000	88280000	chr2	89050000	89080000	0.0
chr2	75290000	89800000	chr2	90290000	90320000	0.0
chr2	90670000	90750000	chr2	91000000	91030000	0.2699499962078355
chr2	93210000	93290000	chr2	93310000	93340000	0.30108552855935583
chr2	82860000	96620000	chr2	97860000	97890000	0.0
chr2	85160000	99130000	chr2	100160000	100190000	0.0
chr2	85440000	99230000	chr2	100440000	100470000	0.0
chr2	104110000	104200000	chr2	104400000	104430000	0.01663413433803433
chr2	108990000	109070000	chr2	109120000	109150000	0.003894920275688728
chr2	96170000	109690000	chr2	111170000	111200000	0.0
chr2	96440000	109660000	chr2	111440000	111470000	0.0
chr2	97120000	111550000	chr2	112120000	112130000	0.0
chr2	112720000	113020000	chr2	113020000	113030000	1.1826388455561255e-07
chr2	121230000	121330000	chr2	121350000	121380000	0.03418210678942117
chr2	106470000	120090000	chr2	121470000	121500000	0.0
chr2	107880000	121520000	chr2	122880000	122910000	0.0
chr2	108500000	122050000	chr2	123500000	123530000	0.0
chr2	125890000	125990000	chr2	126030000	126060000	0.008547156410296467
chr2	138270000	138480000	chr2	138580000	138610000	0.04065143687050504
chr2	140800000	140880000	chr2	140890000	140920000	0.07503970638473498
chr2	143080000	143160000	chr2	143330000	143360000	0.5084229196856461
chr2	149620000	149810000	chr2	150160000	150190000	0.02780297841923383
chr2	152640000	152720000	chr2	152820000	152850000	0.027792582546417265
chr2	169970000	170050000	chr2	170090000	170120000	0.5028243044960649
chr2	171110000	171190000	chr2	171210000	171240000	0.09723577454284327
chr2	172500000	172580000	chr2	172760000	172790000	0.22796872265852217
chr2	158880000	172660000	chr2	173880000	173910000	0.0
chr2	174060000	174150000	chr2	174660000	174690000	0.30086944747629674
chr2	181620000	181880000	chr2	181980000	182010000	3.214359838658212e-16
chr3	3920000	3950000	chr3	4420000	18950000	0.0
chr3	4150000	4180000	chr3	4800000	19180000	0.0
chr3	6250000	6280000	chr3	7690000	21280000	0.0
chr3	6470000	6480000	chr3	7110000	21480000	0.0
chr3	6800000	6830000	chr3	6830000	6880000	2.68704811048171e-06
chr3	7830000	7860000	chr3	9290000	22860000	0.0
chr3	8420000	8450000	chr3	10410000	23450000	0.0
chr3	9690000	9720000	chr3	10250000	10380000	0.02152887406135219
chr3	13360000	13390000	chr3	15210000	28390000	0.0
chr3	13970000	14000000	chr3	15350000	29000000	0.0
chr3	15920000	15950000	chr3	15960000	30950000	0.0
chr3	16630000	16660000	chr3	17120000	31660000	0.0
chr3	19080000	19110000	chr3	19750000	34110000	0.0
chr3	29650000	29660000	chr3	30270000	30340000	0.006483393011580387
chr3	42200000	42230000	chr3	42270000	42430000	0.02052609383705449
chr3	43160000	43190000	chr3	43810000	58190000	0.0
chr3	43670000	43700000	chr3	45450000	58700000	0.0
chr3	44170000	44200000	chr3	45770000	59200000	0.0
chr3	59970000	60000000	chr3	61810000	75000000	0.0
chr3	62130000	62160000	chr3	63940000	77160000	0.0
chr3	62320000	62350000	chr3	62350000	62510000	4.9966502785259545e-11
chr3	62500000	62530000	chr3	64090000	77530000	0.0
chr3	62740000	62770000	chr3	64270000	77770000	0.0
chr3	63690000	63720000	chr3	63920000	64010000	0.4573133466285643
chr3	64160000	64190000	chr3	64340000	79190000	0.0
chr3	64800000	64830000	chr3	66200000	79830000	0.0
chr3	71730000	71760000	chr3	73400000	86760000	0.0
chr3	72250000	72280000	chr3	74140000	87280000	0.0
chr3	74880000	74910000	chr3	75940000	89910000	0.0
chr3	81320000	81350000	chr3	81350000	81490000	6.07717041878044e-07
chr3	86940000	86950000	chr3	88530000	101950000	0.0
chr3	90780000	90810000	chr3	90810000	105810000	0.0
chr3	91990000	92020000	chr3	93620000	107020000	0.0
chr3	94750000	94780000	chr3	96130000	109780000	0.0
chr3	96350000	96380000	chr3	97780000	111380000	0.0
chr3	96930000	96960000	chr3	97140000	97240000	0.06244305896581118
chr3	97030000	97060000	chr3	97120000	97230000	0.004323078589618804
chr3	102920000	102950000	chr3	102950000	103010000	0.01564977164035321
chr3	106010000	106040000	chr3	106120000	106220000	0.011605970178880164
chr3	106430000	106460000	chr3	108340000	121460000	0.0
chr3	106680000	106710000	chr3	108440000	121710000	0.0
chr3	106820000	106850000	chr3	106970000	107180000	6.52784007798468e-06
chr3	112570000	112600000	chr3	113190000	127600000	0.0
chr3	114140000	114150000	chr3	114480000	114580000	0.21513666968815687
chr3	121330000	121360000	chr3	121460000	121540000	0.016812139451111166
chr3	121630000	121660000	chr3	121680000	121780000	0.0040701399307874735
chr3	154320000	154350000	chr3	154390000	154530000	0.0009122407271235061
chr3	155110000	155140000	chr3	155320000	155420000	0.1856516869343417
chr3	159220000	159250000	chr3	159940000	174250000	0.0
chr3	-11080000	3460000	chr3	3920000	3950000	0.0
chr3	-10850000	3460000	chr3	4150000	4180000	0.0
chr3	-9940000	3450000	chr3	5060000	5090000	0.0
chr3	-8530000	5940000	chr3	6470000	6480000	0.0
chr3	-7160000	6540000	chr3	7840000	7870000	0.0
chr3	-6570000	6530000	chr3	8430000	8460000	0.0
chr3	9220000	9690000	chr3	9690000	9720000	2.576933637700855e-06
chr3	-5060000	7970000	chr3	9940000	9970000	0.0
chr3	10330000	10420000	chr3	10420000	10450000	0.00027559396037622345
chr3	-4140000	9740000	chr3	10860000	10890000	0.0
chr3	-3080000	10010000	chr3	11920000	11950000	0.0
chr3	13690000	13840000	chr3	13840000	13870000	0.0005239637924701888
chr3	-660000	13020000	chr3	14340000	14370000	0.0
chr3	1630000	16470000	chr3	16630000	16660000	0.0
chr3	1780000	16050000	chr3	16780000	16810000	0.0
chr3	2970000	17800000	chr3	17970000	17980000	0.0
chr3	3970000	17190000	chr3	18970000	19000000	0.0
chr3	5770000	20090000	chr3	20770000	20800000	0.0
chr3	31160000	31250000	chr3	31480000	31510000	0.12478820807073233
chr3	34770000	34900000	chr3	35080000	35110000	0.08424107328658997
chr3	35200000	35430000	chr3	35460000	35490000	2.9451815642749477e-05
chr3	41860000	41950000	chr3	41950000	41980000	1.642700467273891e-05
chr3	31900000	45190000	chr3	46900000	46930000	0.0
chr3	33420000	47150000	chr3	48420000	48450000	0.0
chr3	34130000	48460000	chr3	49130000	49160000	0.0
chr3	57730000	57830000	chr3	57830000	57860000	0.3784810931865374
chr3	59070000	59390000	chr3	59440000	59470000	0.00010134477553318244
chr3	48080000	61350000	chr3	63080000	63110000	0.0
chr3	63470000	63530000	chr3	63530000	63560000	0.059945877069497014
chr3	49160000	62540000	chr3	64160000	64190000	0.0
chr3	72880000	73010000	chr3	73030000	73060000	0.0001906809050871429
chr3	79650000	79750000	chr3	79770000	79800000	0.0009579523262065908
chr3	80770000	81320000	chr3	81320000	81350000	5.095640866617282e-08
chr3	83730000	83850000	chr3	83890000	83920000	0.002497503882446189
chr3	73650000	87450000	chr3	88650000	88680000	0.0
chr3	89100000	89190000	chr3	89210000	89240000	0.08979664745251259
chr3	75780000	90780000	chr3	90780000	90810000	0.0
chr3	93420000	93560000	chr3	93590000	93620000	0.005467933222834136
chr3	79750000	94250000	chr3	94750000	94780000	0.0
chr3	79930000	94260000	chr3	94930000	94960000	0.0
chr3	95420000	95480000	chr3	95480000	95510000	0.2524921270626692
chr3	81360000	95130000	chr3	96360000	96390000	0.0
chr3	83430000	96740000	chr3	98430000	98460000	0.0
chr3	84420000	97540000	chr3	99420000	99450000	0.0
chr3	100910000	101010000	chr3	101280000	101310000	0.0008675355273799974
chr3	102990000	103090000	chr3	103150000	103180000	3.602013072611628e-06
chr3	103440000	104400000	chr3	104400000	104450000	0.8430574298307543
chr3	105670000	105770000	chr3	105890000	105920000	0.04460567554967467
chr3	91430000	104560000	chr3	106430000	106460000	0.0
chr3	91700000	105120000	chr3	106700000	106730000	0.0
chr3	98820000	113550000	chr3	113820000	113850000	0.0
chr3	120600000	120720000	chr3	121100000	121130000	0.031404087715847434
chr3	121290000	121370000	chr3	121490000	121520000	0.020871566737755712
chr3	122900000	122960000	chr3	123290000	123300000	0.01534443995668761
chr3	129640000	129720000	chr3	129720000	129750000	0.012963808476262583
chr3	129960000	130090000	chr3	130160000	130190000	0.0017732717449383895
chr3	131200000	131300000	chr3	131330000	131360000	0.1468534231049134
chr3	132310000	132390000	chr3	132420000	132450000	0.05257836839889622
chr3	133690000	133780000	chr3	133910000	133940000	0.08206347545379628
chr3	134610000	134690000	chr3	134900000	134930000	0.6812019379591352
chr3	139470000	139540000	chr3	139540000	139550000	0.00313292263394628
chr3	141480000	141620000	chr3	141620000	141650000	0.014297960572585805
chr3	158990000	159120000	chr3	159120000	159150000	3.1151688744153688e-09
chr4	3060000	3090000	chr4	3130000	18090000	0.0
chr4	8470000	8500000	chr4	10270000	23500000	0.0
chr4	10850000	10880000	chr4	12810000	25880000	0.0
chr4	11070000	11100000	chr4	11160000	11280000	0.39964330105605145
chr4	18210000	18240000	chr4	19970000	33240000	0.0
chr4	21250000	21260000	chr4	22180000	36260000	0.0
chr4	25080000	25110000	chr4	26730000	40110000	0.0
chr4	28550000	28580000	chr4	28760000	28890000	0.026165279772830587
chr4	38730000	38740000	chr4	40600000	53740000	0.0
chr4	39260000	39290000	chr4	40960000	54290000	0.0
chr4	39740000	39770000	chr4	40880000	54770000	0.0
chr4	40600000	40610000	chr4	41760000	55610000	0.0
chr4	44310000	44340000	chr4	44380000	44720000	0.0006433107422334562
chr4	48500000	48530000	chr4	50030000	63530000	0.0
chr4	51310000	51340000	chr4	52970000	66340000	0.0
chr4	52270000	52280000	chr4	54140000	67280000	0.0
chr4	62220000	62250000	chr4	64130000	77250000	0.0
chr4	62490000	62520000	chr4	62520000	62840000	3.0253679482248584e-09
chr4	68690000	68720000	chr4	70520000	83720000	0.0
chr4	68980000	69010000	chr4	70780000	84010000	0.0
chr4	69720000	69750000	chr4	70800000	84750000	0.0
chr4	70990000	71020000	chr4	71710000	86020000	0.0
chr4	71690000	71720000	chr4	73600000	86720000	0.0
chr4	71900000	71930000	chr4	73550000	86930000	0.0
chr4	73920000	73950000	chr4	74890000	88950000	0.0
chr4	75480000	75510000	chr4	77070000	90510000	0.0
chr4	81570000	81580000	chr4	82210000	82290000	0.053578568072066915
chr4	90250000	90280000	chr4	92160000	105280000	0.0
chr4	92860000	92890000	chr4	94600000	107890000	0.0
chr4	93760000	93790000	chr4	94940000	108790000	0.0
chr4	99850000	99880000	chr4	101770000	114880000	0.0
chr4	103390000	103400000	chr4	103400000	104010000	9.64841149574626e-10
chr4	108130000	108160000	chr4	109500000	123160000	0.0
chr4	110600000	110630000	chr4	111940000	125630000	0.0
chr4	114000000	114030000	chr4	114050000	129030000	0.0
chr4	114280000	114310000	chr4	116170000	129310000	0.0
chr4	115150000	115160000	chr4	115180000	130160000	0.0
chr4	115730000	115760000	chr4	115870000	116060000	9.501853590069287e-08
chr4	116300000	116330000	chr4	116460000	116560000	0.07249378099646762
chr4	119660000	119670000	chr4	120140000	120210000	0.0009498206324555508
chr4	121390000	121420000	chr4	121420000	136420000	0.0
chr4	121740000	121770000	chr4	121770000	136770000	0.0
chr4	122010000	122050000	chr4	122050000	137050000	0.0
chr4	122770000	122800000	chr4	123250000	137800000	0.0
chr4	126320000	126350000	chr4	126400000	126560000	7.37465457985061e-08
chr4	144340000	144370000	chr4	145360000	159370000	0.0
chr4	145530000	145560000	chr4	145560000	160560000	0.0
chr4	146500000	146530000	chr4	146540000	161530000	0.0
chr4	155890000	155920000	chr4	155950000	156250000	2.5447961993784642e-11
chr4	156160000	156190000	chr4	156200000	156280000	0.08299880880372112
chr4	-11750000	3250000	chr4	3250000	3260000	0.0
chr4	-11270000	3500000	chr4	3730000	3760000	0.0
chr4	-10740000	3510000	chr4	4260000	4290000	0.0
chr4	-10120000	3820000	chr4	4880000	4910000	0.0
chr4	-9840000	3830000	chr4	5160000	5190000	0.0
chr4	10970000	11030000	chr4	11190000	11200000	0.08583425298941119
chr4	-2880000	10790000	chr4	12120000	12150000	0.0
chr4	12560000	12610000	chr4	12610000	12640000	6.359639953118003e-20
chr4	16890000	16960000	chr4	16960000	16990000	0.00038641660121146884
chr4	3480000	17490000	chr4	18480000	18510000	0.0
chr4	10080000	23560000	chr4	25080000	25110000	0.0
chr4	12140000	26270000	chr4	27140000	27170000	0.0
chr4	23730000	37760000	chr4	38730000	38740000	0.0
chr4	41210000	41300000	chr4	41380000	41410000	0.19272892100687558
chr4	41500000	41680000	chr4	41700000	41730000	4.752703180807308e-07
chr4	27850000	42820000	chr4	42850000	42860000	0.0
chr4	28790000	42830000	chr4	43790000	43820000	0.0
chr4	36150000	49540000	chr4	51150000	51180000	0.0
chr4	36310000	50520000	chr4	51310000	51340000	0.0
chr4	37390000	51620000	chr4	52390000	52420000	0.0
chr4	56330000	56410000	chr4	56410000	56440000	0.018585064694152376
chr4	62260000	62460000	chr4	62490000	62520000	3.83381780160683e-16
chr4	52040000	65070000	chr4	67040000	67070000	0.0
chr4	70730000	70780000	chr4	70780000	70810000	0.05186579910411958
chr4	55980000	70200000	chr4	70980000	71010000	0.0
chr4	72980000	73040000	chr4	73040000	73070000	0.48434100113284106
chr4	73720000	73770000	chr4	73770000	73800000	4.821401173213898e-07
chr4	59420000	73000000	chr4	74420000	74450000	0.0
chr4	59630000	72980000	chr4	74630000	74660000	0.0
chr4	60230000	73700000	chr4	75230000	75260000	0.0
chr4	60480000	74040000	chr4	75480000	75510000	0.0
chr4	62560000	75590000	chr4	77560000	77590000	0.0
chr4	63580000	77390000	chr4	78580000	78610000	0.0
chr4	63840000	77600000	chr4	78840000	78870000	0.0
chr4	64970000	78900000	chr4	79970000	80000000	0.0
chr4	89040000	89150000	chr4	89630000	89660000	0.07345586878892504
chr4	75250000	88840000	chr4	90250000	90280000	0.0
chr4	75500000	88880000	chr4	90500000	90530000	0.0
chr4	77860000	91060000	chr4	92860000	92890000	0.0
chr4	95010000	95100000	chr4	95270000	95300000	0.06607568882253533
chr4	100110000	100210000	chr4	100520000	100550000	0.03675169673135435
chr4	93130000	106420000	chr4	108130000	108160000	0.0
chr4	111740000	111870000	chr4	111870000	111900000	3.65326292439781e-08
chr4	99000000	114000000	chr4	114000000	114030000	0.0
chr4	100140000	114320000	chr4	115140000	115170000	0.0
chr4	101530000	115690000	chr4	116530000	116560000	0.0
chr4	116790000	116910000	chr4	116970000	117000000	0.00014697710765235652
chr4	102180000	115890000	chr4	117180000	117210000	0.0
chr4	103170000	116570000	chr4	118170000	118200000	0.0
chr4	106390000	121390000	chr4	121390000	121420000	0.0
chr4	106730000	120540000	chr4	121730000	121760000	0.0
chr4	107020000	122020000	chr4	122020000	122060000	0.0
chr4	123130000	123230000	chr4	123230000	123260000	0.27995792532502384
chr4	123470000	123610000	chr4	123670000	123700000	0.00016907347360739224
chr4	108850000	122800000	chr4	123850000	123880000	0.0
chr4	115380000	128830000	chr4	130380000	130410000	0.0
chr4	119130000	132350000	chr4	134130000	134160000	0.0
chr4	122410000	135480000	chr4	137410000	137440000	0.0
chr4	128670000	141850000	chr4	143670000	143700000	0.0
chr4	129190000	144190000	chr4	144190000	144200000	0.0
