#chr1	x1	x2	chr2	y1	y2	P_val
chr2	181060000	181110000	chr2	181460000	181600000	4.83729198024475e-07
chr2	186480000	186530000	chr2	186610000	186710000	0.0003719779080447547
chr2	191530000	191580000	chr2	191690000	191860000	2.2597585116477903e-11
chr2	199950000	200000000	chr2	200420000	200550000	1.2337401392862092e-08
chr2	202560000	202610000	chr2	202790000	202920000	2.694957348461943e-07
chr2	207720000	207770000	chr2	207990000	208090000	4.6408700461207205e-05
chr2	217770000	217820000	chr2	217940000	218080000	2.0116724749733323e-05
chr2	218260000	218330000	chr2	218330000	218460000	1.067163254666206e-08
chr2	222300000	222350000	chr2	222420000	222620000	7.196909396712031e-12
chr2	222670000	222720000	chr2	222850000	222960000	4.182783340781895e-10
chr2	224340000	224390000	chr2	224610000	224710000	0.0003909202135765054
chr2	227380000	227480000	chr2	227480000	227800000	0.0981305250395211
chr2	236320000	236370000	chr2	237010000	237110000	0.0001948183346763172
chr2	10020000	10180000	chr2	10400000	10450000	1.5360730191286332e-13
chr2	16510000	16620000	chr2	16730000	16780000	0.0009027331273689923
chr2	17650000	17760000	chr2	17810000	17860000	0.014747539209450617
chr2	20300000	20460000	chr2	20620000	20670000	4.1596542566316866e-05
chr2	24140000	24300000	chr2	24360000	24410000	1.011577999681308e-09
chr2	25930000	26030000	chr2	26120000	26170000	5.893090621770166e-11
chr2	33340000	33490000	chr2	33550000	33620000	7.034747460352554e-05
chr2	37860000	37980000	chr2	38260000	38310000	0.03539508061079383
chr2	38500000	38620000	chr2	38720000	38770000	1.1401865177613604e-13
chr2	41790000	41900000	chr2	42060000	42110000	1.0725404934414227e-07
chr2	43080000	43180000	chr2	43190000	43240000	1.0093434556202954e-05
chr2	44940000	45040000	chr2	45470000	45520000	8.909572999794654e-09
chr2	46880000	47000000	chr2	47300000	47330000	0.010656263277047879
chr2	47360000	47500000	chr2	47750000	47800000	2.3624055045845035e-05
chr2	47780000	47930000	chr2	48080000	48130000	8.000865624424647e-11
chr2	54980000	55080000	chr2	55130000	55180000	5.627176344829212e-05
chr2	60730000	60840000	chr2	60980000	61030000	3.878724067787219e-06
chr2	61300000	61420000	chr2	61460000	61530000	0.004314074477825191
chr2	61890000	62020000	chr2	62390000	62440000	2.8222477420641217e-05
chr2	64540000	64660000	chr2	64830000	64880000	2.7787511943573026e-12
chr2	65030000	65310000	chr2	65540000	65590000	2.297425718201623e-06
chr2	68430000	68530000	chr2	68900000	68950000	1.2440344409724247e-05
chr2	84990000	85090000	chr2	85270000	85320000	5.7466831177056505e-05
chr2	85380000	85480000	chr2	85510000	85560000	1.008343375162104e-05
chr2	85630000	85770000	chr2	85780000	85830000	1.850368613210548e-08
chr2	91810000	92010000	chr2	92040000	92090000	3.6604875116510496e-131
chr2	97650000	97790000	chr2	98350000	98420000	3.97414156066472e-06
chr2	99080000	99200000	chr2	99470000	99520000	0.005453101304366664
chr2	100520000	100640000	chr2	100970000	101020000	0.0007666905759084813
chr2	102200000	102320000	chr2	102410000	102460000	0.00010025670039810802
chr2	105310000	105410000	chr2	105510000	105560000	3.933641583250371e-06
chr2	108320000	108420000	chr2	108560000	108610000	0.0018850060250812253
chr2	111850000	111930000	chr2	112020000	112050000	2.110315261000966e-12
chr2	112550000	112640000	chr2	112720000	112750000	1.473704634778807e-05
chr2	121340000	121540000	chr2	121710000	121760000	0.00016965091266676088
chr2	135840000	135960000	chr2	136360000	136410000	1.384624167527635e-06
chr2	146990000	147110000	chr2	147890000	147940000	0.0010029510795386907
chr2	147900000	148000000	chr2	148490000	148540000	0.0023562739999525794
chr2	153690000	153750000	chr2	154360000	154370000	0.001247794052982222
chr2	154280000	154360000	chr2	155970000	155980000	0.005555814570307001
chr2	157980000	158080000	chr2	158730000	158780000	0.06654019845618048
chr2	171050000	171170000	chr2	171400000	171450000	1.2895331090153105e-05
chr2	171570000	171720000	chr2	172090000	172140000	0.1330289140829416
chr2	172990000	173100000	chr2	173180000	173230000	1.0814619392803362e-06
chr2	179670000	179730000	chr2	180480000	180490000	0.07045177680749223
chr2	181060000	181160000	chr2	181440000	181490000	1.6434743606779222e-05
chr2	181030000	181110000	chr2	181700000	181730000	0.0007570030874134203
chr2	191550000	191630000	chr2	191670000	191700000	5.353747956719012e-10
chr2	191760000	191880000	chr2	192140000	192190000	2.540887931438283e-06
chr2	195460000	195580000	chr2	195630000	195680000	0.004580236663144246
chr2	196050000	196160000	chr2	196250000	196300000	7.881512223628915e-07
chr2	196930000	197100000	chr2	197340000	197430000	0.02880630815417795
chr2	197760000	197850000	chr2	198110000	198140000	1.1855497441227763e-09
chr2	209920000	210030000	chr2	210170000	210220000	1.677614175986032e-11
chr2	216470000	216570000	chr2	216640000	216690000	1.606317925759428e-08
chr2	218980000	219090000	chr2	219110000	219160000	3.4306379465098717e-10
chr2	228420000	228520000	chr2	228620000	228670000	0.43445586923364304
chr2	230380000	230490000	chr2	230580000	230630000	9.769940115585311e-10
chr2	241610000	241750000	chr2	241860000	241910000	3.889741603768222e-09
#chr1	x1	x2	chr2	y1	y2	P_val
chr3	4300000	4350000	chr3	4630000	4730000	0.0022550921127361388
chr3	4690000	4740000	chr3	5000000	5120000	8.84205370529338e-11
chr3	8950000	9000000	chr3	9260000	9370000	1.0096503786013502e-06
chr3	15260000	15270000	chr3	15370000	15430000	2.418503383969548e-28
chr3	16250000	16300000	chr3	16520000	16630000	1.0920446170575207e-14
chr3	25620000	25670000	chr3	25810000	25910000	0.01474214091615691
chr3	27690000	27740000	chr3	28270000	28380000	4.33903896142997e-08
chr3	37840000	37870000	chr3	37940000	38030000	4.9660142747792836e-05
chr3	38090000	38140000	chr3	38240000	38350000	9.082712504421567e-05
chr3	44520000	44570000	chr3	44840000	44970000	0.00011339242498341646
chr3	46690000	46740000	chr3	46820000	46940000	1.0928034961770074e-09
chr3	50330000	50380000	chr3	50540000	50640000	0.022301341089550696
chr3	51980000	52030000	chr3	52110000	52210000	0.0003478094571363123
chr3	52210000	52240000	chr3	52280000	52370000	3.437847970211647e-05
chr3	56680000	56730000	chr3	56760000	56870000	1.630682548253108e-06
chr3	58310000	58340000	chr3	58410000	58570000	1.8596636950334208e-09
chr3	64010000	64060000	chr3	64430000	64540000	3.668633261202677e-05
chr3	66240000	66290000	chr3	66750000	66870000	1.5876196105604196e-12
chr3	72930000	72960000	chr3	73020000	73110000	3.5036600020452314e-19
chr3	89440000	89450000	chr3	89730000	89800000	1.0693136297105867e-07
chr3	90300000	90310000	chr3	90340000	90410000	5.100137768627541e-06
chr3	97770000	97820000	chr3	97960000	98070000	4.2582721144765854e-07
chr3	98020000	98070000	chr3	98520000	98640000	0.05333280410152431
chr3	99810000	99860000	chr3	100240000	100390000	3.486961929091378e-07
chr3	112090000	112140000	chr3	112450000	112610000	1.7656773553162667e-11
chr3	120220000	120270000	chr3	120380000	120490000	4.582629929589735e-05
chr3	124550000	124580000	chr3	124650000	124740000	2.817706295374204e-13
chr3	129620000	129670000	chr3	129820000	129990000	2.721474230085852e-09
chr3	130740000	130790000	chr3	130820000	130960000	1.2954160831536242e-19
chr3	132530000	132560000	chr3	132600000	132680000	0.0050075691402054635
chr3	132710000	132760000	chr3	133350000	133460000	3.991365013162106e-09
chr3	133420000	133470000	chr3	133580000	133690000	7.281766906237686e-07
chr3	141270000	141320000	chr3	141460000	141590000	0.3634515666598985
chr3	141440000	141490000	chr3	141550000	141680000	0.0006696345068464205
chr3	149940000	149990000	chr3	150150000	150260000	4.644310586050669e-08
chr3	168030000	168060000	chr3	168140000	168220000	2.709760326639045e-12
chr3	169440000	169450000	chr3	170480000	170540000	0.004211268497925107
chr3	172470000	172520000	chr3	172560000	172660000	9.201290107127837e-07
chr3	183870000	183920000	chr3	184210000	184330000	1.2941855847436356e-05
chr3	185940000	185990000	chr3	186500000	186600000	0.01566644233364905
chr3	186230000	186280000	chr3	186490000	186600000	8.621893778536749e-05
chr3	187280000	187350000	chr3	187610000	187750000	0.0004528822210924969
chr3	187720000	187770000	chr3	187990000	188140000	0.0011965791339479843
chr3	189940000	189990000	chr3	190360000	190460000	0.025601660846025668
chr3	192800000	192850000	chr3	192870000	192990000	0.011485677748653349
chr3	194470000	194500000	chr3	194550000	194630000	8.34440236653052e-05
chr3	194660000	194710000	chr3	195060000	195180000	3.5552530498201565e-06
chr3	197880000	197930000	chr3	198080000	198210000	2.532366712496194e-10
chr3	-20000	100000	chr3	340000	390000	3.8050131469649605e-21
chr3	4660000	4780000	chr3	5030000	5100000	7.540754078569355e-05
chr3	13040000	13140000	chr3	13440000	13490000	0.07726953634871313
chr3	15170000	15300000	chr3	15380000	15430000	2.44685320467348e-19
chr3	16220000	16330000	chr3	16530000	16580000	3.7086436949345787e-06
chr3	17220000	17300000	chr3	17390000	17420000	4.2593307040945736e-08
chr3	18510000	18620000	chr3	18730000	18780000	5.920003386821906e-05
chr3	18330000	18390000	chr3	20300000	20310000	2.449631391067376e-05
chr3	27310000	27390000	chr3	27450000	27480000	0.024016963754016383
chr3	33560000	33690000	chr3	33760000	33810000	2.5644714848222988e-05
chr3	41890000	42020000	chr3	42060000	42130000	0.002746958833440022
chr3	45750000	45860000	chr3	45900000	45930000	0.000454732052963736
chr3	45880000	46010000	chr3	46060000	46110000	0.0005780482555863336
chr3	46020000	46140000	chr3	46350000	46400000	0.0002200604888759208
chr3	47800000	47880000	chr3	47980000	48010000	5.3220307731793305e-08
chr3	47770000	47890000	chr3	48140000	48190000	0.0001750326582348784
chr3	49250000	49350000	chr3	49420000	49470000	1.0803644952787907e-08
chr3	49480000	49590000	chr3	49640000	49690000	3.424890002244847e-06
chr3	50310000	50430000	chr3	50520000	50570000	5.2783126453943304e-11
chr3	50550000	50650000	chr3	51350000	51400000	0.003184887438465483
chr3	51360000	51460000	chr3	51660000	51710000	0.00025998644635442865
chr3	56660000	56760000	chr3	56770000	56820000	1.3622739052349687e-11
chr3	78590000	78690000	chr3	79010000	79060000	2.6349482326121552e-05
chr3	93720000	94870000	chr3	94870000	94960000	0.42507339410482947
chr3	97720000	97830000	chr3	98000000	98050000	0.00012325195467444486
chr3	100010000	100110000	chr3	100220000	100270000	0.002390781789679343
chr3	101760000	101860000	chr3	102200000	102250000	0.0005038962108470217
chr3	111660000	111760000	chr3	111940000	111990000	2.0089350002571332e-05
chr3	112250000	112360000	chr3	112510000	112560000	1.737919818031489e-11
chr3	112700000	112800000	chr3	112950000	113000000	0.000624462407530949
chr3	119220000	119320000	chr3	119660000	119710000	0.0026355104407771376
chr3	124710000	124790000	chr3	124890000	124920000	4.3391058424291327e-07
chr3	133450000	133510000	chr3	133560000	133570000	1.8119683324310356e-13
chr3	134150000	134280000	chr3	134450000	134500000	0.0007825558290218667
chr3	136710000	136820000	chr3	136980000	137030000	5.846168494568089e-06
chr3	138420000	138540000	chr3	138900000	138950000	0.0024745073140223176
chr3	148810000	148890000	chr3	148920000	148950000	0.0031741588622174848
chr3	149070000	149170000	chr3	149240000	149290000	3.2173758807930156e-06
chr3	149330000	149410000	chr3	149460000	149490000	2.211545288591475e-07
chr3	149910000	150010000	chr3	150170000	150220000	9.332062240325263e-05
chr3	150170000	150300000	chr3	150480000	150530000	2.126415950226125e-07
chr3	151130000	151250000	chr3	151270000	151300000	5.657547159343495e-19
chr3	155310000	155420000	chr3	155680000	155730000	2.151955857335188e-07
chr3	155550000	155620000	chr3	156290000	156300000	0.005775174316172549
chr3	158810000	158930000	chr3	159230000	159280000	4.2666548597977946e-05
chr3	159230000	159340000	chr3	159780000	159830000	6.270896248649378e-05
chr3	159810000	159910000	chr3	159990000	160040000	1.8290932002251142e-10
chr3	160640000	160750000	chr3	160920000	160970000	6.682158280705432e-05
chr3	167990000	168100000	chr3	168150000	168200000	0.019346589427121138
chr3	178980000	179140000	chr3	179300000	179350000	1.8229847934154997e-08
chr3	179360000	179460000	chr3	179530000	179580000	0.0007214706382382905
chr3	179720000	179840000	chr3	180570000	180620000	0.0010484583280406024
chr3	183080000	183220000	chr3	183360000	183410000	1.6899911370167956e-14
chr3	183460000	183520000	chr3	183550000	183560000	0.0023065536582569314
chr3	194420000	194520000	chr3	194560000	194610000	3.184406434718668e-05
chr3	194610000	194710000	chr3	195240000	195290000	0.0009133476353001186
chr3	195240000	195320000	chr3	195510000	195540000	1.1326332651012524e-16
chr3	196000000	196130000	chr3	196170000	196220000	6.918305596710136e-38
chr3	196950000	197050000	chr3	197160000	197210000	2.6708136071882415e-05
chr5	3930000	3940000	chr5	4900000	4960000	0.006045487828064404
chr5	10420000	10470000	chr5	10600000	10720000	9.705092878534802e-05
chr5	13970000	14020000	chr5	14260000	14430000	8.018549744640157e-10
chr5	30400000	30490000	chr5	30490000	31000000	0.2522969049287405
chr5	36710000	36760000	chr5	36850000	37060000	1.8547197902946215e-09
chr5	39920000	39970000	chr5	40650000	40760000	0.0003437016483023295
chr5	52920000	52970000	chr5	53050000	53150000	0.08260581833376522
chr5	62200000	62250000	chr5	62300000	62460000	2.6030030250067323e-15
chr5	66290000	66340000	chr5	66720000	66820000	0.154467443714069
chr5	73570000	73620000	chr5	73750000	73850000	5.3397618560682825e-06
chr5	75710000	75760000	chr5	76190000	76300000	0.040000262525595964
chr5	80070000	80120000	chr5	80240000	80360000	1.6164213642087895e-17
chr5	81420000	81430000	chr5	82210000	82270000	2.630221354563495e-06
chr5	87750000	87800000	chr5	88630000	88730000	0.00817896868983678
chr5	94950000	95000000	chr5	95170000	95290000	1.7130754115462598e-05
chr5	96330000	96380000	chr5	96570000	96680000	0.008866131705243386
chr5	100330000	100440000	chr5	100440000	101750000	0.18664294042754628
chr5	108640000	108690000	chr5	109390000	109500000	0.0006615439951547716
chr5	110730000	110780000	chr5	111040000	111140000	0.01200268323432142
chr5	111130000	111180000	chr5	111420000	111520000	0.03762759072197211
chr5	115280000	115330000	chr5	115520000	115630000	0.00011139809020339873
chr5	115610000	115660000	chr5	116010000	116110000	0.0017054479542743717
chr5	117450000	117460000	chr5	117770000	117830000	0.036775754880604285
chr5	126320000	126370000	chr5	126460000	126600000	9.085863501228167e-14
chr5	126640000	126690000	chr5	126750000	126870000	2.1235869267004518e-16
chr5	132360000	132430000	chr5	132450000	132610000	3.4576178579103883e-12
chr5	139390000	139440000	chr5	139480000	139720000	4.4764980844265935e-27
chr5	141390000	141440000	chr5	141500000	141610000	4.8367755003624977e-11
chr5	148720000	148770000	chr5	148910000	149060000	8.0077125653976e-11
chr5	149620000	149670000	chr5	149780000	149900000	2.450797169355807e-16
chr5	151650000	151680000	chr5	151700000	151800000	1.0144865471357474e-36
chr5	154460000	154490000	chr5	154550000	154650000	2.414593144145302e-12
chr5	170200000	170270000	chr5	170330000	170470000	1.3210426606390054e-10
chr5	171900000	171950000	chr5	171970000	172100000	2.754694119632231e-19
chr5	172100000	172130000	chr5	172150000	172230000	4.704448164656181e-07
chr5	172450000	172500000	chr5	172640000	172740000	1.4053403455258049e-05
chr5	172950000	173000000	chr5	173130000	173350000	2.031091600567993e-14
chr5	173590000	173640000	chr5	173920000	174030000	4.7421842679273906e-07
chr5	175720000	175750000	chr5	175860000	175950000	0.09010883453690136
chr5	176630000	176680000	chr5	176900000	177050000	0.005032991991983585
chr5	177100000	177150000	chr5	177240000	177340000	0.004205370303172742
chr5	1110000	1210000	chr5	1620000	1670000	0.00680590198223466
chr5	6560000	6670000	chr5	6710000	6760000	2.2948094236750125e-14
chr5	14320000	14430000	chr5	14630000	14680000	0.008650186933647084
chr5	14660000	14760000	chr5	14990000	15040000	2.2314163860699613e-05
chr5	32200000	32540000	chr5	32580000	32630000	3.332003118355759e-57
chr5	34440000	34540000	chr5	34890000	34940000	0.002764199353199121
chr5	35710000	35830000	chr5	35900000	35950000	8.67850481811795e-06
chr5	36690000	36800000	chr5	36840000	36890000	3.0054927469819874e-08
chr5	37750000	37860000	chr5	38170000	38220000	0.0004622610281772085
chr5	53400000	53500000	chr5	54190000	54240000	0.014731629523755053
chr5	54860000	54960000	chr5	55130000	55180000	0.00027193672190964656
chr5	55280000	55400000	chr5	55670000	55720000	4.113018133149587e-06
chr5	59150000	59250000	chr5	59350000	59400000	0.009720823785659827
chr5	62400000	62500000	chr5	62760000	62810000	0.0004259543804087242
chr5	65020000	65120000	chr5	65460000	65510000	0.7090202438178643
chr5	72340000	72440000	chr5	72490000	72540000	0.00031865388597296043
chr5	73520000	73630000	chr5	73770000	73820000	1.911447200758485e-05
chr5	73860000	74080000	chr5	74630000	74680000	4.91918854079036e-06
chr5	76560000	76670000	chr5	76750000	76800000	8.796871720909182e-05
chr5	79100000	79200000	chr5	79440000	79490000	0.0016629116050158616
chr5	90410000	90470000	chr5	90520000	90530000	1.4359778875738663e-05
chr5	103180000	103290000	chr5	103450000	103500000	1.4283465782532946e-05
chr5	111440000	111570000	chr5	112130000	112180000	5.45575419113903e-06
chr5	115560000	115670000	chr5	115820000	115870000	1.6517296151262335e-06
chr5	123240000	123350000	chr5	123600000	123650000	0.457378756942823
chr5	126630000	126730000	chr5	126760000	126810000	6.821022734956674e-07
chr5	131120000	131240000	chr5	131370000	131420000	2.1412825695781977e-06
chr5	132340000	132440000	chr5	132470000	132520000	1.453385596937812e-16
chr5	134270000	134430000	chr5	134560000	134610000	7.862760653825632e-11
chr5	135860000	136050000	chr5	136160000	136230000	1.0429114008072815e-06
chr5	137270000	137350000	chr5	137490000	137520000	1.9390742969662974e-05
chr5	137580000	137700000	chr5	137700000	137770000	5.084917813901826e-08
chr5	139750000	139890000	chr5	139960000	139990000	4.868113681504415e-10
chr5	140010000	140110000	chr5	140120000	140170000	3.270659817263505e-07
chr5	140190000	140270000	chr5	140340000	140370000	6.33018011183269e-07
chr5	141300000	141410000	chr5	141540000	141590000	0.0023123138344727364
chr5	143290000	143440000	chr5	143800000	143850000	1.5023353146894797e-06
chr5	149590000	149700000	chr5	149810000	149860000	5.296357337570873e-10
chr5	149790000	149870000	chr5	149970000	150000000	6.531423049078322e-05
chr5	154030000	154130000	chr5	154380000	154430000	0.01032225727405684
chr5	157950000	158740000	chr5	159100000	159150000	3.165157608522002e-24
chr5	172040000	172140000	chr5	172260000	172310000	0.040261005218771045
chr5	173990000	174110000	chr5	174290000	174340000	7.72115716690793e-12
chr5	175920000	176070000	chr5	177800000	177890000	1.0052324627129349e-06
chr6	1580000	1630000	chr6	2080000	2260000	5.645119072376392e-06
chr6	2830000	2880000	chr6	2890000	2990000	1.5022220263037453e-11
chr6	3260000	3310000	chr6	3680000	3780000	1.095480722402219e-05
chr6	3720000	3770000	chr6	3930000	4050000	2.3359995370294726e-07
chr6	5120000	5170000	chr6	5340000	5440000	0.0006648414459709688
chr6	7690000	7740000	chr6	7970000	8090000	6.654505239269642e-05
chr6	10460000	10530000	chr6	10730000	10880000	1.4885608031066722e-12
chr6	15660000	15710000	chr6	16120000	16240000	3.39048872547082e-14
chr6	24830000	24880000	chr6	24980000	25090000	2.1336389643393136e-05
chr6	25240000	25290000	chr6	25460000	25570000	2.1032113986954615e-05
chr6	26020000	26070000	chr6	26090000	26280000	2.0421222830779908e-11
chr6	26320000	26350000	chr6	26490000	26570000	0.007016977576240568
chr6	27140000	27190000	chr6	27720000	27840000	1.5374169156686516e-16
chr6	30220000	30250000	chr6	30350000	30440000	0.0007027380383123568
chr6	30450000	30500000	chr6	30540000	30670000	1.0894754600236063e-05
chr6	32400000	32470000	chr6	32630000	32790000	8.783949496702523e-13
chr6	32970000	33040000	chr6	33060000	33300000	2.1302625673131881e-16
chr6	36590000	36640000	chr6	36670000	36820000	4.411013329916358e-19
chr6	37010000	37040000	chr6	37170000	37250000	1.91775946206254e-06
chr6	39330000	39380000	chr6	39850000	39950000	0.03966902267634307
chr6	47620000	47650000	chr6	47730000	47810000	5.5983388494217705e-09
chr6	51830000	51880000	chr6	51920000	52060000	1.4100566209295921e-08
chr6	52290000	52300000	chr6	52360000	52420000	1.1425483179355298e-15
chr6	53140000	53190000	chr6	53410000	53530000	3.5793324052973697e-12
chr6	63570000	63620000	chr6	63710000	63830000	2.648942851580413e-06
chr6	70680000	70730000	chr6	70830000	70940000	0.0006740691115370422
chr6	72590000	72640000	chr6	73090000	73200000	2.8923013268330605e-05
chr6	79060000	79090000	chr6	79190000	79270000	0.08898787596456278
chr6	94030000	94060000	chr6	94970000	95050000	0.0032280180681718267
chr6	108520000	108570000	chr6	108750000	108950000	8.099453390289949e-18
chr6	109160000	109210000	chr6	109340000	109450000	1.0943919432526642e-05
chr6	110670000	110700000	chr6	110860000	110950000	0.01787968409265859
chr6	111690000	111740000	chr6	111970000	112070000	1.5736366665357458e-10
chr6	112750000	112800000	chr6	113850000	113960000	5.6247402321694236e-08
chr6	116260000	116310000	chr6	116480000	116600000	1.3604993386333842e-14
chr6	117420000	117490000	chr6	117540000	117660000	0.11153014032607728
chr6	118550000	118580000	chr6	118750000	118830000	0.008061114215252813
chr6	122710000	122760000	chr6	122790000	122900000	0.0013640304829022586
chr6	125280000	125330000	chr6	125720000	125820000	8.507572304653226e-06
chr6	125760000	125810000	chr6	125920000	126020000	0.0023903475426780224
chr6	132260000	132310000	chr6	132430000	132560000	6.819273447028866e-12
chr6	132500000	132550000	chr6	132750000	132850000	4.726820788702676e-05
chr6	132810000	132860000	chr6	133500000	133600000	0.06366407138680395
chr6	133910000	133940000	chr6	134050000	134130000	9.8276872758987e-09
chr6	135500000	135550000	chr6	135870000	135980000	0.0030783120653824912
chr6	137060000	137110000	chr6	137220000	137360000	1.0072165490833538e-13
chr6	137680000	137730000	chr6	137850000	138020000	6.641207930098678e-10
chr6	144090000	144140000	chr6	144180000	144310000	7.219944723916542e-05
chr6	150040000	150110000	chr6	150300000	150440000	0.001371488508395916
chr6	150390000	150440000	chr6	150750000	150870000	1.1931965018322176e-05
chr6	152060000	152160000	chr6	152160000	152450000	0.6863050394319714
chr6	154130000	154180000	chr6	154260000	154420000	1.6138340120852755e-06
chr6	155300000	155350000	chr6	155480000	155580000	6.903690776143542e-07
chr6	157730000	157780000	chr6	157820000	157930000	0.001983034339010077
chr6	158200000	158250000	chr6	158450000	158620000	1.8783726364034036e-09
chr6	166750000	166800000	chr6	166950000	167070000	0.0006755843784647705
chr6	3230000	3330000	chr6	3710000	3760000	1.0838162575948396e-05
chr6	5080000	5180000	chr6	5370000	5420000	0.0006528865106366875
chr6	7220000	7330000	chr6	7590000	7640000	1.5117355267618615e-05
chr6	11110000	11220000	chr6	11460000	11510000	8.31775346368472e-06
chr6	18250000	18370000	chr6	18480000	18530000	7.235805859359656e-06
chr6	26100000	26320000	chr6	27110000	27160000	3.3225603905490935e-24
chr6	29620000	29760000	chr6	29820000	29850000	4.466536706837547e-08
chr6	30770000	30870000	chr6	31060000	31110000	0.0998301104769219
chr6	31110000	31210000	chr6	31350000	31400000	0.000140447634627633
chr6	32380000	32480000	chr6	32680000	32730000	1.7146258948501993e-07
chr6	33380000	33470000	chr6	33550000	33580000	2.7024529529466575e-06
chr6	34180000	34310000	chr6	34380000	34430000	2.858315839515349e-15
chr6	35260000	35380000	chr6	35420000	35470000	1.7269637208286e-11
chr6	35500000	35640000	chr6	35720000	35770000	8.128494652257338e-23
chr6	36960000	37070000	chr6	37170000	37220000	2.693257593588241e-12
chr6	37730000	37830000	chr6	37990000	38040000	0.13853043601208961
chr6	41760000	41970000	chr6	42010000	42060000	9.689493847929512e-12
chr6	49490000	49590000	chr6	49830000	49880000	0.0874367365193428
chr6	52350000	52450000	chr6	52640000	52690000	0.00862098114959068
chr6	56600000	56750000	chr6	56830000	56880000	6.962669080427007e-08
chr6	56860000	56970000	chr6	57290000	57340000	8.684273379690711e-07
chr6	70480000	70590000	chr6	70660000	70710000	1.7734560332366338e-06
chr6	73650000	73790000	chr6	75190000	75240000	3.458107044331459e-06
chr6	82190000	82310000	chr6	83030000	83080000	1.1677337154108449e-07
chr6	83170000	83270000	chr6	83490000	83540000	3.1311135211581036e-06
chr6	88060000	88120000	chr6	88120000	88230000	0.8750814892607942
chr6	89370000	89480000	chr6	89580000	89630000	0.0003988309777613128
chr6	106400000	106500000	chr6	106550000	106600000	1.4481567693480045e-06
chr6	111240000	111340000	chr6	111450000	111500000	0.00034238566532102365
chr6	116200000	116320000	chr6	116520000	116590000	0.0006687078916519538
chr6	123370000	123470000	chr6	123690000	123740000	0.0027733720010456172
chr6	129520000	129640000	chr6	129720000	129770000	6.521493104403227e-05
chr6	129640000	129780000	chr6	130000000	130050000	0.00034640158155041734
chr6	135060000	135210000	chr6	135400000	135450000	2.326062698407764e-06
chr6	136580000	136700000	chr6	136770000	136820000	9.609235304422462e-08
chr6	158640000	158810000	chr6	158950000	159000000	1.438123815586596e-17
chr6	165820000	165940000	chr6	166070000	166120000	6.071514892099429e-07
chr6	166220000	166320000	chr6	166380000	166430000	7.037656386203658e-05
chr6	166900000	167040000	chr6	167120000	167170000	3.5970575748904127e-09
chr7	310000	340000	chr7	720000	810000	3.721290702361266e-05
chr7	2850000	2900000	chr7	3120000	3270000	2.1998813178927093e-07
