#chr1	x1	x2	chr2	y1	y2	P_val
chr16	78220000	78310000	chr16	78470000	78480000	1.1896877885695265e-05
chr17	290000	300000	chr17	400000	490000	2.9392529750528588e-25
chr17	21700000	21730000	chr17	22140000	22290000	4.8569643186219467e-17
chr17	21930000	21940000	chr17	22160000	22230000	0.6072453456299178
chr17	28730000	28740000	chr17	28920000	28980000	0.4672884686995282
chr17	34980000	34990000	chr17	35220000	35300000	0.5128195906745835
chr17	41150000	41200000	chr17	41300000	41400000	0.1830788157132007
chr17	44360000	44370000	chr17	44790000	44890000	6.605117826311622e-06
chr17	77090000	77120000	chr17	77400000	77510000	0.008217171915618786
chr17	21240000	21310000	chr17	21700000	21710000	0.18349203748190931
chr17	43180000	43250000	chr17	43430000	43440000	0.008459331723357572
chr18	65990000	66060000	chr18	66060000	75130000	0.9314710093446702
chr18	2420000	13360000	chr18	13360000	13430000	0.750719754533057
chr18	15100000	15160000	chr18	15240000	15250000	0.004221238961687774
chr19	18340000	18400000	chr19	18400000	22380000	0.8867037147962834
chr19	40020000	40070000	chr19	40260000	40380000	0.30592906896286776
chr19	41330000	41380000	chr19	41570000	41690000	0.03928850780283986
chr19	20640000	20740000	chr19	21010000	21060000	0.11260549220735575
chr19	40030000	40110000	chr19	40210000	40220000	0.007701706658464293
chr20	40000	120000	chr20	230000	260000	0.0020389164481409293
chr20	43970000	44070000	chr20	44380000	44430000	0.692798613209846
chr21	10400000	10430000	chr21	10510000	10650000	4.9059092576662636e-21
chrX	119980000	120010000	chrX	120110000	120240000	6.251522877805421e-06
chrX	134300000	134350000	chrX	134420000	134810000	5.80604330345825e-14
chrX	152200000	152230000	chrX	152390000	152600000	0.00021668781704208445
chrX	3540000	3730000	chrX	3860000	3870000	5.472846189671554e-08
chrX	119880000	120020000	chrX	120120000	120150000	1.8892350834800578e-06
