#chr1	x1	x2	chr2	y1	y2	P_val
chr1	86370000	86380000	chr1	86480000	86540000	9.993730785719965e-15
chr1	86510000	86520000	chr1	86670000	86730000	2.3499538656915764e-08
chr1	87290000	87340000	chr1	87670000	87990000	2.908023425631158e-10
chr1	88170000	88200000	chr1	88520000	88630000	5.236896825617116e-05
chr1	88650000	88680000	chr1	88840000	88920000	2.988010795797296e-12
chr1	88970000	89020000	chr1	89320000	89510000	1.0544382163441716e-19
chr1	89590000	89640000	chr1	89720000	89820000	2.621169219422599e-07
chr1	89770000	89820000	chr1	89940000	90050000	1.6169426126050882e-21
chr1	91480000	91530000	chr1	91870000	91980000	7.421140762400564e-11
chr1	92280000	92330000	chr1	92580000	92680000	1.6570913412251808e-07
chr1	92820000	92870000	chr1	92990000	93120000	0.00012719172964270367
chr1	93430000	93460000	chr1	93780000	93900000	6.371096368230429e-23
chr1	93600000	93650000	chr1	93770000	93900000	4.430090309653567e-29
chr1	95620000	95630000	chr1	95970000	96030000	0.005452313920254109
chr1	95830000	95860000	chr1	96170000	96280000	0.0006300280191492501
chr1	96250000	96280000	chr1	96380000	96460000	2.0655227598364097e-07
chr1	98040000	98070000	chr1	98440000	98530000	0.15586353964692357
chr1	98180000	98210000	chr1	98270000	98650000	7.553193592195426e-19
chr1	98300000	98330000	chr1	98440000	98570000	2.4560844308739963e-06
chr1	99170000	99200000	chr1	99420000	99520000	1.0553331731252403e-16
chr1	99780000	99830000	chr1	100410000	100530000	6.96587406409174e-05
chr1	101280000	101310000	chr1	101390000	101510000	2.954303265171324e-07
chr1	103230000	103240000	chr1	103290000	103600000	5.161535085016857e-45
chr1	103350000	103420000	chr1	103420000	103590000	1.5130277429431194e-15
chr1	104830000	104840000	chr1	104900000	105490000	1.275408216686232e-116
chr1	104900000	104930000	chr1	105060000	105170000	1.0566945011208835e-14
chr1	105010000	105020000	chr1	105050000	107330000	0.0
chr1	106000000	106030000	chr1	106030000	108120000	0.0
chr1	107750000	107800000	chr1	108070000	108220000	7.04776415796247e-28
chr1	108190000	108220000	chr1	108310000	108710000	7.10791839640154e-81
chr1	108320000	108370000	chr1	108370000	109530000	0.0
chr1	108480000	108530000	chr1	108550000	108780000	1.0482421326126404e-37
chr1	109260000	109310000	chr1	109340000	109450000	1.7427439406368866e-20
chr1	109760000	109790000	chr1	109960000	110050000	2.79560838027817e-29
chr1	110180000	110230000	chr1	110260000	110520000	1.1806072630719574e-54
chr1	111470000	111520000	chr1	111640000	111800000	1.373742153200349e-35
chr1	112360000	112410000	chr1	112630000	112770000	1.0001855100413614e-17
chr1	113820000	113850000	chr1	113880000	113960000	2.1578112599757903e-18
chr1	113950000	114000000	chr1	114290000	114450000	0.0004075943047746907
chr1	114330000	114360000	chr1	114660000	114760000	0.0006338092259702007
chr1	114960000	114990000	chr1	115060000	115160000	1.647907472785894e-13
chr1	115110000	115160000	chr1	115540000	115660000	3.3314317243835622e-06
chr1	115600000	115650000	chr1	115670000	115800000	1.0307175406810157e-30
chr1	116110000	116160000	chr1	116450000	116560000	1.6082127469948982e-11
chr1	116350000	116380000	chr1	116440000	116530000	2.0022191727423942e-10
chr1	116710000	116760000	chr1	116800000	117090000	1.7477477859937818e-23
chr1	117500000	117530000	chr1	117740000	117940000	2.030016391376017e-14
chr1	118290000	118340000	chr1	118340000	119740000	0.0
chr1	145820000	145850000	chr1	146000000	146080000	7.83750072994172e-43
chr1	149880000	149910000	chr1	150170000	150260000	7.889701394971348e-16
chr1	150060000	150090000	chr1	150130000	150220000	7.82209041906923e-46
chr1	152180000	152230000	chr1	152380000	152490000	2.681273909443151e-09
chr1	153340000	153370000	chr1	153440000	153610000	9.673014360536339e-30
chr1	153780000	153830000	chr1	153890000	154020000	8.534550004851764e-79
chr1	157130000	157200000	chr1	157470000	157590000	0.010916898468702712
chr1	157360000	157430000	chr1	157430000	157550000	1.0942285832588922e-18
chr1	157940000	157990000	chr1	158060000	158170000	1.2989486446048313e-06
chr1	158490000	158540000	chr1	158920000	159070000	1.4314223650366135e-14
chr1	160100000	160130000	chr1	160160000	160280000	1.0093631745209657e-08
chr1	160410000	160460000	chr1	160530000	160660000	4.642312577543437e-41
chr1	160720000	160750000	chr1	160770000	160860000	1.0281291036073414e-06
chr1	162600000	162650000	chr1	162720000	162850000	6.145718447228192e-19
chr1	162830000	162880000	chr1	163260000	163370000	3.4672846841221804e-08
chr1	163760000	163790000	chr1	164190000	164280000	2.2635992419207688e-07
chr1	163940000	163950000	chr1	163990000	164060000	1.4791193617476408e-14
chr1	164290000	164300000	chr1	164330000	164440000	2.507329356409758e-47
chr1	165370000	165420000	chr1	165540000	165640000	1.240872589943655e-12
chr1	168410000	168460000	chr1	168530000	168630000	1.765894831082398e-09
chr1	168580000	168630000	chr1	169490000	169590000	0.00010284616206370487
chr1	169540000	169610000	chr1	169700000	169870000	5.982739938255784e-25
chr1	171480000	171510000	chr1	171720000	171800000	0.0014719282839756565
chr1	171980000	172030000	chr1	172400000	172510000	3.14265983529686e-16
chr1	174570000	174580000	chr1	174620000	174680000	3.936176121242405e-18
chr1	175030000	175040000	chr1	175100000	175160000	1.8201451215184467e-39
chr1	175130000	175180000	chr1	175260000	175390000	1.1845732869832394e-51
chr1	176530000	176580000	chr1	176820000	176920000	4.656641178914937e-06
chr1	178290000	178320000	chr1	178470000	178550000	3.62341455548395e-12
chr1	178510000	178560000	chr1	178710000	179070000	8.101630289173812e-51
chr1	179700000	179730000	chr1	179760000	179850000	8.291119322270074e-17
chr1	179850000	179900000	chr1	180070000	180200000	0.004805430129087586
chr1	180240000	180290000	chr1	180410000	180530000	3.006512950046802e-10
chr1	180490000	180540000	chr1	180840000	181120000	2.3405162450863425e-55
chr1	181460000	181510000	chr1	181620000	181750000	4.3462127287834364e-15
chr1	182430000	182460000	chr1	182550000	182630000	3.192477027172053e-07
chr1	182570000	182620000	chr1	182730000	182870000	7.727402799687883e-33
chr1	183460000	183490000	chr1	183570000	183670000	1.0061986127272787e-22
chr1	184050000	184100000	chr1	184630000	184740000	2.07229376791234e-05
chr1	184780000	184830000	chr1	184940000	185040000	1.8345363039330285e-15
chr1	186050000	186100000	chr1	186190000	186340000	2.35854496798632e-16
chr1	186320000	186350000	chr1	186370000	186470000	8.089660905172175e-18
chr1	187500000	187530000	chr1	187570000	187850000	4.378474381911121e-25
chr1	189900000	189950000	chr1	190280000	190410000	8.450405827704375e-23
chr1	190330000	190340000	chr1	190380000	190700000	4.729633906981495e-27
chr1	192450000	192500000	chr1	192590000	192850000	1.529909846869403e-46
chr1	192780000	192830000	chr1	192960000	193210000	1.219010484360275e-13
chr1	194030000	194060000	chr1	194060000	195130000	1.9778836407517002e-196
chr1	194770000	194780000	chr1	194840000	195120000	5.069674921875015e-81
chr1	196590000	196660000	chr1	196990000	197130000	0.0009582225019084495
chr1	196840000	196910000	chr1	197020000	197470000	9.813494550015625e-263
chr1	197040000	197050000	chr1	197670000	197730000	0.0016566095011905958
chr1	198140000	198190000	chr1	198630000	198740000	0.0004637813236610301
chr1	198740000	198790000	chr1	199480000	199590000	0.023412803195929432
chr1	200130000	200180000	chr1	200210000	200310000	0.000212199577990669
chr1	200620000	200650000	chr1	200760000	200840000	1.0154470566125748e-08
chr1	201520000	201570000	chr1	201760000	201860000	1.1804660241496597e-06
chr1	203500000	203530000	chr1	203660000	203740000	1.0156836143309377e-09
chr1	203840000	203890000	chr1	204340000	204440000	1.938698446710756e-06
chr1	204130000	204180000	chr1	204330000	204440000	7.814713950580034e-12
chr1	204960000	205010000	chr1	205030000	205300000	4.815651591602131e-27
chr1	205770000	205800000	chr1	205930000	206040000	4.853456965240623e-10
chr1	206720000	206770000	chr1	206770000	206970000	3.153727361682872e-33
chr1	207060000	207110000	chr1	207350000	207550000	8.630402398145862e-18
chr1	208620000	208670000	chr1	209180000	209280000	1.0547332881379799e-06
chr1	209060000	209110000	chr1	209140000	209240000	8.18950394123893e-05
chr1	210120000	210150000	chr1	210270000	210430000	4.750488584415737e-13
chr1	211650000	211700000	chr1	212010000	212130000	0.00011634672888984343
chr1	211830000	211840000	chr1	211920000	211980000	7.316333711015851e-08
chr1	212040000	212090000	chr1	212270000	212500000	1.824942595742339e-61
chr1	212450000	212500000	chr1	212580000	212830000	6.21582947899776e-58
chr1	216170000	216220000	chr1	216470000	216600000	0.0004971323692580889
chr1	218310000	218360000	chr1	219510000	219640000	0.002400785249722941
chr1	220850000	220900000	chr1	221190000	221290000	2.657591125788844e-07
chr1	224500000	224550000	chr1	224840000	224980000	3.7314192053641753e-26
chr1	225450000	225500000	chr1	225880000	226020000	4.15810375041889e-36
chr1	225750000	225800000	chr1	225910000	226020000	0.0032122366476260043
chr1	225980000	226010000	chr1	226060000	226150000	4.42558595475101e-17
chr1	226410000	226440000	chr1	226580000	226660000	7.690591608213274e-08
chr1	226610000	226660000	chr1	226780000	226910000	2.2968642495618863e-37
chr1	229230000	229280000	chr1	229440000	229670000	7.087649344847001e-37
chr1	235240000	235270000	chr1	235320000	235460000	5.13931871095556e-12
chr1	235490000	235540000	chr1	235740000	236040000	1.4015042564523655e-12
chr1	236080000	236130000	chr1	236450000	236620000	2.9756210245828475e-28
chr1	239390000	239460000	chr1	239460000	240630000	3.1812e-319
chr1	241510000	241560000	chr1	241570000	241690000	1.64656552654382e-14
chr1	244450000	244480000	chr1	244620000	244700000	1.3098563032327884e-05
chr1	244790000	244840000	chr1	244990000	245100000	1.0487984685481613e-09
chr1	245140000	245190000	chr1	245960000	246060000	0.0007135962842309733
chr1	245990000	246040000	chr1	246410000	246520000	1.965418356463248e-13
chr1	247210000	247240000	chr1	247280000	247360000	4.498229127055704e-08
chr1	247360000	247410000	chr1	247430000	247550000	5.039752481812667e-22
chr1	247930000	247940000	chr1	247980000	248240000	4.7525503082477793e-51
chr1	248210000	248240000	chr1	248650000	248840000	4.927286084835543e-63
chr1	1030000	1130000	chr1	1290000	1300000	8.73774810081773e-33
chr1	1670000	1800000	chr1	1890000	1920000	2.056306148244794e-68
chr1	1710000	1810000	chr1	2370000	2420000	0.0001381290294578731
chr1	6680000	6810000	chr1	6860000	6910000	7.338066264387996e-12
chr1	6440000	6520000	chr1	7190000	7220000	0.0012297603052716895
chr1	7960000	8070000	chr1	8300000	8350000	1.2834927508701263e-18
chr1	8870000	9020000	chr1	9090000	9140000	1.8114568729707056e-09
chr1	9210000	9310000	chr1	9460000	9510000	2.611357692139336e-13
chr1	9710000	9820000	chr1	9830000	9880000	5.946813825454653e-18
chr1	11000000	11100000	chr1	11630000	11680000	0.0019260508145886185
chr1	11610000	11730000	chr1	11860000	11910000	0.015023301198877233
chr1	12260000	12490000	chr1	12590000	12640000	3.3912784051823165e-14
chr1	12270000	12850000	chr1	13210000	13280000	2.9115781017236108e-263
chr1	13790000	13870000	chr1	13940000	13970000	1.029651783626824e-09
chr1	15080000	15190000	chr1	15260000	15310000	2.4109084192862486e-41
chr1	15300000	15370000	chr1	15420000	15430000	3.1825020292100464e-18
chr1	15510000	15590000	chr1	15720000	15750000	1.1478439179549731e-05
chr1	17040000	17170000	chr1	17210000	17260000	3.7344074032520776e-13
chr1	20130000	20250000	chr1	20470000	20520000	7.113846497223608e-11
chr1	20640000	20750000	chr1	21180000	21210000	2.703260074150737e-32
chr1	21640000	21770000	chr1	21960000	21970000	1.271334768038176e-21
chr1	22070000	22180000	chr1	22390000	22440000	4.87573591808549e-16
chr1	22370000	22450000	chr1	22630000	22660000	0.00018410583453074502
chr1	23030000	23140000	chr1	23150000	23200000	1.0849955831090742e-26
chr1	23460000	23600000	chr1	23600000	23670000	6.177234668932924e-11
chr1	23730000	23830000	chr1	23910000	23960000	4.361743114771778e-14
chr1	24110000	24250000	chr1	24370000	24420000	3.5992817370721204e-28
chr1	24610000	24740000	chr1	24810000	24860000	4.996269594951559e-64
chr1	25210000	25660000	chr1	25780000	25830000	1.623997716623097e-91
chr1	25850000	25940000	chr1	25980000	26010000	4.714536466170294e-28
chr1	28580000	28830000	chr1	28840000	28890000	2.87242387989129e-26
chr1	28850000	28930000	chr1	29020000	29050000	1.9563237317872575e-25
chr1	30760000	30840000	chr1	30900000	30930000	4.708079128459481e-43
chr1	31360000	31480000	chr1	31520000	31570000	1.6058359235339811e-43
chr1	31780000	31890000	chr1	31940000	31990000	6.452230540910026e-13
chr1	32840000	32960000	chr1	33050000	33100000	3.998878506122389e-25
chr1	33230000	33410000	chr1	33430000	33480000	6.267054885419699e-26
chr1	34410000	34520000	chr1	34570000	34620000	9.475269258466713e-26
chr1	35380000	35510000	chr1	35520000	35570000	1.05189805381942e-42
chr1	36080000	36200000	chr1	36280000	36310000	1.0611105051403114e-14
chr1	37410000	37640000	chr1	37650000	37700000	2.452034929684665e-53
chr1	37770000	37910000	chr1	37960000	38010000	6.21793047795959e-11
chr1	37960000	38100000	chr1	38810000	38860000	1.0144277501043293e-30
chr1	39080000	39220000	chr1	39240000	39270000	2.818198210045557e-22
chr1	41240000	41370000	chr1	41390000	41440000	2.4023019458674307e-51
chr1	42490000	42640000	chr1	42720000	42770000	3.428892580730526e-11
chr1	42840000	42980000	chr1	43050000	43100000	7.1870279640820125e-28
chr1	43680000	43780000	chr1	43920000	43970000	4.740946628316377e-09
chr1	44670000	44860000	chr1	44980000	45030000	5.359909974719927e-22
chr1	44790000	45050000	chr1	45280000	45310000	1.3510707155179711e-34
chr1	45990000	46100000	chr1	46160000	46210000	3.610499819041641e-19
chr1	46400000	46490000	chr1	46510000	46540000	4.593586603070696e-19
chr1	46430000	46560000	chr1	46720000	46730000	2.4276978046955394e-13
chr1	47360000	47500000	chr1	47690000	47740000	6.684532510760797e-34
chr1	51820000	51950000	chr1	51980000	52030000	3.1997582743555763e-17
chr1	52330000	52490000	chr1	52660000	52710000	2.281163227625254e-22
chr1	53250000	53330000	chr1	53370000	53400000	1.2685409347564678e-12
chr1	53800000	53910000	chr1	53930000	53980000	2.693074010002247e-30
chr1	54110000	54320000	chr1	54460000	54510000	0.0009459348275246181
chr1	54620000	54730000	chr1	54780000	54830000	7.08049671635986e-16
chr1	55050000	55210000	chr1	55250000	55300000	3.5848276000626648e-25
chr1	56330000	56460000	chr1	56560000	56610000	0.0012937079568277321
chr1	58480000	58590000	chr1	58630000	58660000	2.361549960929333e-39
chr1	58970000	59090000	chr1	59260000	59310000	0.0033626711777814886
chr1	58720000	58830000	chr1	59670000	59720000	1.5163084945323465e-07
chr1	60480000	60540000	chr1	61180000	61190000	0.003187414111983798
chr1	61490000	61660000	chr1	61830000	61880000	5.918574233085916e-10
chr1	62410000	62540000	chr1	62730000	62780000	5.1062525835919245e-20
chr1	63520000	63670000	chr1	64220000	64270000	5.1504654689661167e-08
chr1	65120000	65180000	chr1	65420000	65430000	0.0001547400156549845
chr1	65200000	65300000	chr1	65650000	65700000	0.002829975566466495
chr1	65380000	66190000	chr1	66200000	66270000	1.8118573471119453e-254
chr1	66200000	66400000	chr1	66430000	66460000	6.983904215160744e-53
chr1	66970000	67050000	chr1	67120000	67150000	2.9330647886142427e-08
chr1	67080000	67300000	chr1	67480000	67530000	8.645438463833432e-22
chr1	67510000	67610000	chr1	67730000	67780000	3.4538780639115106e-07
chr1	67880000	68940000	chr1	68940000	69010000	2.2340815578082864e-136
chr1	69030000	69500000	chr1	69550000	69560000	1.78676538974889e-27
chr1	67470000	69660000	chr1	69660000	69710000	0.0
chr1	69460000	69520000	chr1	69800000	69810000	1.6601607359212475e-12
chr1	69760000	69860000	chr1	69940000	69970000	1.1690987320362302e-13
chr1	70170000	70360000	chr1	71050000	71080000	7.478253920787983e-19
chr1	71090000	71240000	chr1	71540000	71570000	4.127035663852112e-11
chr1	72620000	72720000	chr1	72770000	72800000	7.60327320506424e-19
chr1	74290000	74540000	chr1	74680000	74710000	1.3859762284861223e-25
chr1	75520000	75590000	chr1	76800000	76810000	4.537721902484582e-07
chr1	79330000	80330000	chr1	80340000	80410000	4.900591892481823e-137
chr1	80270000	80460000	chr1	80500000	80510000	1.772191200890484e-44
chr1	82080000	82350000	chr1	82390000	82400000	4.308128632619098e-17
chr1	82630000	82710000	chr1	82750000	82780000	3.5277424369961055e-05
chr1	83880000	83980000	chr1	84730000	84780000	7.633109074687864e-09
chr1	84890000	85010000	chr1	85240000	85290000	0.00038591039122564286
chr1	86340000	86420000	chr1	86490000	86520000	2.5544115680611954e-15
chr1	86680000	86910000	chr1	87070000	87120000	2.2770890735539082e-64
chr1	88580000	88720000	chr1	88860000	88910000	7.600086026398053e-17
chr1	89450000	89550000	chr1	89590000	89620000	8.479907282085113e-22
chr1	89700000	89850000	chr1	89970000	90020000	6.877883637555353e-24
chr1	91440000	91550000	chr1	91890000	91940000	5.4561065414806434e-14
chr1	92270000	92530000	chr1	92580000	92630000	2.0603155000073377e-36
chr1	93570000	93680000	chr1	93790000	93840000	1.4428271894547822e-10
chr1	93980000	94100000	chr1	94310000	94360000	6.791397984359466e-19
chr1	94430000	94570000	chr1	94780000	94830000	3.4650920250299375e-53
chr1	94790000	94920000	chr1	95020000	95070000	2.703697537047782e-28
chr1	95800000	95970000	chr1	96260000	96290000	7.274368360377891e-12
chr1	96160000	96260000	chr1	96670000	96700000	0.06106896509163666
chr1	96930000	97020000	chr1	98040000	98070000	2.712882883309117e-13
chr1	98140000	98240000	chr1	98300000	98330000	1.966443189234379e-16
chr1	98130000	98240000	chr1	98460000	98490000	1.1421563570271848e-12
chr1	98460000	98580000	chr1	98620000	98650000	4.824653840665194e-15
chr1	100020000	100170000	chr1	100860000	100910000	2.7298688076990417e-05
chr1	100870000	100970000	chr1	101270000	101320000	5.376186710755333e-12
chr1	101270000	101360000	chr1	101430000	101460000	6.048572467351556e-17
chr1	102710000	102890000	chr1	103230000	103240000	2.5026869928769334e-24
chr1	103120000	103180000	chr1	103400000	103410000	5.071121701438748e-07
chr1	103090000	103430000	chr1	103470000	103500000	5.2352840612101326e-64
chr1	104350000	104410000	chr1	104830000	104840000	2.112914991184255e-32
chr1	104730000	104840000	chr1	104900000	104930000	0.00023810057797992476
chr1	103940000	105010000	chr1	105010000	105020000	0.0
chr1	104520000	106000000	chr1	106000000	106030000	3.054305140428936e-217
chr1	106100000	106300000	chr1	106350000	106380000	4.339930442638101e-20
chr1	106570000	106680000	chr1	107130000	107160000	7.017031717811122e-10
chr1	105810000	108240000	chr1	108320000	108370000	0.0
chr1	108140000	108380000	chr1	108480000	108530000	1.522079122413222e-54
chr1	109220000	109310000	chr1	109380000	109410000	3.0737101673449846e-48
chr1	109720000	109830000	chr1	109960000	110010000	3.3329321387374875e-08
chr1	110480000	110660000	chr1	110760000	110790000	2.2311085704019824e-59
chr1	111380000	111530000	chr1	111740000	111790000	2.782778096207563e-46
chr1	112840000	112930000	chr1	113030000	113060000	1.5660121167649632e-09
chr1	115770000	115870000	chr1	115950000	116000000	2.390878389055672e-06
chr1	116070000	116200000	chr1	116470000	116520000	2.7654975320142164e-37
chr1	116520000	116780000	chr1	117030000	117080000	1.113068252783153e-23
chr1	117550000	117630000	chr1	117650000	117680000	0.048368179281884034
chr1	118290000	118390000	chr1	118430000	118460000	3.598185690943854e-14
chr1	118380000	118480000	chr1	118540000	118570000	7.748965641031475e-20
chr1	118130000	118800000	chr1	118990000	119020000	1.3951982833170704e-23
chr1	147480000	147540000	chr1	147620000	147630000	1.998688249740348e-14
chr1	150980000	151110000	chr1	151130000	151200000	5.629293254050849e-10
chr1	151500000	151600000	chr1	151800000	151850000	0.005360017238469777
chr1	151800000	151950000	chr1	151990000	152040000	1.1684356178323045e-10
chr1	152020000	152230000	chr1	152440000	152470000	1.521433588459373e-23
chr1	152810000	152970000	chr1	153190000	153240000	1.2933279837195279e-05
chr1	153600000	153720000	chr1	153720000	153790000	1.728478704289059e-27
chr1	153600000	153700000	chr1	153970000	154020000	2.4940643215809596e-06
chr1	154710000	154800000	chr1	154850000	154880000	1.7944922892056786e-07
chr1	155220000	155480000	chr1	155560000	155610000	2.1917031144724182e-46
chr1	156420000	156500000	chr1	156590000	156620000	4.755365310907917e-13
chr1	156670000	156830000	chr1	156850000	156880000	2.008601472373051e-13
chr1	157010000	157120000	chr1	157130000	157180000	1.196926352030556e-07
chr1	157130000	157430000	chr1	157460000	157510000	1.144983707112163e-61
chr1	160290000	160440000	chr1	160600000	160630000	5.161396820233375e-14
chr1	160790000	160900000	chr1	160920000	160970000	6.253914775662e-20
chr1	161740000	161870000	chr1	162010000	162060000	2.59618886895779e-26
chr1	162790000	162900000	chr1	163290000	163340000	2.029410585794799e-08
chr1	163970000	164260000	chr1	164300000	164330000	8.3634444657348e-14
chr1	165320000	165450000	chr1	165570000	165620000	1.6090437301854626e-18
chr1	165550000	165700000	chr1	165890000	165940000	3.0231220083268026e-20
chr1	166850000	166980000	chr1	167030000	167080000	4.568767458124263e-47
chr1	167370000	167480000	chr1	167490000	167540000	1.2108464453542623e-14
chr1	167500000	167610000	chr1	167680000	167730000	0.002798181072079957
chr1	168320000	168470000	chr1	168560000	168610000	1.6142365234819624e-10
chr1	168550000	168660000	chr1	169330000	169380000	2.5594559413994203e-09
chr1	169550000	169660000	chr1	169680000	169730000	2.2508133898229317e-20
chr1	168610000	168670000	chr1	170300000	170310000	0.002523190819392191
chr1	172030000	172170000	chr1	172380000	172430000	1.7512632047034055e-21
chr1	172700000	172830000	chr1	173180000	173230000	7.592434550974734e-10
chr1	173920000	174030000	chr1	174200000	174250000	0.0002830482622055096
chr1	174040000	174330000	chr1	174710000	174780000	1.1647868273314674e-14
chr1	175110000	175190000	chr1	175310000	175340000	5.187058066903409e-16
chr1	175320000	175410000	chr1	176050000	176080000	2.026455284360346e-05
