chr2	212510001	212580000	chr2	211050001	212580000	1530000	70000	66.18083248547065	97.0%	0.0698412698412698	1.3618169370694393
chr3	19320001	19370000	chr3	19320001	20240000	920000	50000	97.117686208524	99.0%	0.0925925925925925	0.7298510166394945
chr3	47320001	47380000	chr3	46680001	47380000	700000	60000	166.67173007659284	99.0%	0.0227513227513227	3.898826047488251
chr3	59820001	59870000	chr3	59200001	59870000	670000	50000	110.07716733649436	99.0%	0.0814814814814814	0.6542669279412152
chr3	61360001	61400000	chr3	59810001	61400000	1590000	40000	57.55272748545411	99.0%	0.0804232804232804	1.5801023922373016
chr3	131020001	131080000	chr3	131020001	132190000	1170000	60000	76.37063775441759	98.0%	0.0846560846560846	1.182493014219335
chr3	142240001	142290000	chr3	141580001	142290000	710000	50000	125.42296969532823	99.0%	0.0857142857142857	0.6330706636733302
chr3	170280001	170320000	chr3	170280001	170850000	570000	40000	131.61383817188076	99.0%	0.0941798941798941	0.5355826024838648
chr3	197560001	197610000	chr3	197560001	198180000	620000	50000	160.32741778745563	98.0%	0.0904761904761904	0.8981173133074766
chr4	68450001	68490000	chr4	68450001	69700000	1250000	40000	59.44561618511789	99.0%	0.091005291005291	-7.225883740633383
chr4	68620001	68660000	chr4	68620001	69630000	1010000	40000	71.25437799020574	98.0%	0.0931216931216931	-9.591212969605806
chr5	270001	320000	chr5	270001	1160000	890000	50000	115.71511560844672	98.0%	0.0582010582010582	-0.406836763151809
chr5	1680001	1750000	chr5	1680001	4770000	3090000	70000	28.573223542718623	96.0%	0.0814814814814814	0.7698936210625135
chr5	62420001	62490000	chr5	62420001	63890000	1470000	70000	55.02179223163946	97.0%	0.0666666666666666	0.5947650510385523
chr5	69780001	69830000	chr5	69780001	72420000	2640000	50000	56.54292661143596	95.0%	0.0915343915343915	
chr5	83700001	83740000	chr5	83700001	86940000	3240000	40000	30.48287238311124	96.0%	0.0746031746031746	0.2944452413954533
chr5	168250001	168290000	chr5	168250001	169310000	1060000	40000	73.34033286941632	98.0%	0.056084656084656	1.1591022073558674
chr6	54800001	54840000	chr6	53490001	54840000	1350000	40000	71.54760131503868	95.0%	0.0634920634920634	-2.139854678388389
chr6	55490001	55570000	chr6	54810001	55570000	760000	80000	128.13810276861517	97.0%	0.0687830687830687	-2.1837887602923
chr6	56270001	56330000	chr6	53920001	56330000	2410000	60000	45.43476903500348	96.0%	0.0708994708994708	-3.700929844103108
chr6	61540001	61630000	chr6	61540001	63680000	2140000	90000	72.78749728799347	95.0%	0.0328042328042328	
chr6	62150001	62190000	chr6	62150001	63900000	1750000	40000	66.46056601503922	96.0%	0.0539682539682539	-2.780509717718612
chr6	62270001	62320000	chr6	62270001	64660000	2390000	50000	48.42005464385316	95.0%	0.0804232804232804	-3.4262659019165
chr6	62770001	62830000	chr6	62770001	64700000	1930000	60000	55.45423464673783	97.0%	0.056084656084656	
chr6	78340001	78370000	chr6	78340001	78800000	460000	30000	186.8303035416765	99.0%	0.028042328042328	-3.050459752593061
chr6	81200001	81260000	chr6	81200001	82990000	1790000	60000	54.78629492657269	95.0%	0.0253968253968253	-3.2488418552884157
chr6	95330001	95360000	chr6	95330001	97140000	1810000	30000	57.68599790433387	97.0%	0.0179894179894179	-4.811842446803003
chr6	95780001	95820000	chr6	95780001	98110000	2330000	40000	39.75681828617628	95.0%	0.0264550264550264	-2.7271205819600883
chr6	95870001	95920000	chr6	95870001	98590000	2720000	50000	38.22477886155893	95.0%	0.0264550264550264	-3.844743774237125
chr6	101940001	101980000	chr6	100670001	101980000	1310000	40000	84.10181956243183	97.0%	0.0074074074074074	-5.075297923201062
chr6	102470001	102510000	chr6	102470001	104550000	2080000	40000	61.1694956070081	95.0%	0.0211640211640211	-5.200799138807855
chr6	102610001	102670000	chr6	102610001	104440000	1830000	60000	74.06266539651901	96.0%	0.037037037037037	-5.5583607402814765
chr6	102630001	102690000	chr6	100740001	102690000	1950000	60000	65.51833749322007	96.0%	0.019047619047619	-8.29897790980575
chr6	103230001	103270000	chr6	103230001	104530000	1300000	40000	91.17034422847128	98.0%	0.0582010582010582	
chr6	103320001	103440000	chr6	103320001	104280000	960000	120000	131.6425624556645	99.0%	0.0275132275132275	
chr6	122010001	122050000	chr6	119530001	122050000	2520000	40000	46.47718028826982	95.0%	0.0507936507936507	-4.640853424838919
chr6	122290001	122330000	chr6	122290001	124020000	1730000	40000	54.187989718978486	96.0%	0.073015873015873	-2.0655871960610903
chr6	122290001	122350000	chr6	119860001	122350000	2490000	60000	43.94827058640507	97.0%	0.0412698412698412	-3.4172675514401822
chr6	123350001	123410000	chr6	123350001	125250000	1900000	60000	54.59227367617276	95.0%	0.0746031746031746	-4.024137051452611
chr6	140930001	140980000	chr6	140930001	142350000	1420000	50000	70.58807662625838	96.0%	0.0656084656084656	-2.773192785276736
chr6	164820001	164900000	chr6	164820001	165970000	1150000	80000	82.31005612917669	95.0%	0.0645502645502645	-1.5402752519856349
chr7	39460001	39530000	chr7	38370001	39530000	1160000	70000	78.10698913956935	98.0%	0.0428986629410807	1.659823108550993
chr7	106160001	106230000	chr7	106160001	107150000	990000	70000	95.99096667683216	97.0%	0.0507936507936507	1.2047095939771888
chr7	143710001	143760000	chr7	143710001	144160000	450000	50000	163.80323524546955	99.0%	0.0148462354188759	-1.0607643733051364
chr8	1150001	1210000	chr8	1150001	3810000	2660000	60000	47.44349013421865	96.0%	0.0788359788359788	-4.993599770453594
chr8	4790001	4850000	chr8	4790001	6950000	2160000	60000	47.29750696837387	96.0%	0.0539682539682539	
chr8	14430001	14510000	chr8	14430001	16830000	2400000	80000	63.6373360233148	96.0%	0.0179894179894179	-9.320783250987835
chr8	15240001	15300000	chr8	15240001	17150000	1910000	60000	66.91309279186733	97.0%	0.0952380952380952	-5.472922161692367
chr8	18890001	18950000	chr8	18890001	20150000	1260000	60000	68.81263186491812	98.0%	0.092063492063492	1.4202436629048711
chr8	38820001	38870000	chr8	38820001	39340000	520000	50000	171.3751555911944	99.0%	0.0714285714285714	0.3814080675231899
chr8	50870001	50940000	chr8	49010001	50940000	1930000	70000	49.92907656935542	95.0%	0.0148148148148148	-3.9048345128674526
chr8	64320001	64390000	chr8	63370001	64390000	1020000	70000	83.00860331690616	99.0%	0.0899470899470899	-1.7727130160216586
chr8	75280001	75320000	chr8	75280001	76120000	840000	40000	100.6915737432236	99.0%	0.0957671957671957	-2.6750895059359445
chr8	80240001	80310000	chr8	80240001	80980000	740000	70000	107.56236175972732	98.0%	0.0968253968253968	1.2007148360642894
chr8	82410001	82500000	chr8	81490001	82500000	1010000	90000	89.35784770981867	95.0%	0.0814814814814814	-1.2749712443076302
chr8	87530001	87590000	chr8	87530001	90230000	2700000	60000	41.38353434490021	95.0%	0.0047619047619047	
chr8	88740001	88780000	chr8	88740001	90810000	2070000	40000	41.63997903096036	96.0%	0.0571428571428571	-2.152335746191161
chr8	114600001	114630000	chr8	114600001	116150000	1550000	30000	55.668696134020365	98.0%	0.0391534391534391	-4.153925442166887
chr8	114790001	114830000	chr8	114790001	116250000	1460000	40000	66.91566179395758	98.0%	0.0148148148148148	-4.588573939513589
chr8	127710001	127780000	chr8	127710001	128680000	970000	70000	81.53568197739291	99.0%	0.0793650793650793	0.967422329801152
chr8	143800001	143850000	chr8	143800001	144670000	870000	50000	120.80783237690528	99.0%	0.0888888888888888	-0.4354816816979745
chr9	96180001	96230000	chr9	95110001	96230000	1120000	50000	89.26747149720099	99.0%	0.0703703703703703	2.8607971049991683
chr9	112080001	112120000	chr9	112080001	112810000	730000	40000	131.08034005161772	99.0%	0.0433862433862433	2.7963358189480205
chr9	131540001	131600000	chr9	131540001	132270000	730000	60000	134.29101826196705	99.0%	0.0952380952380952	-0.702049205777673
chr10	9020001	9050000	chr10	9020001	10590000	1570000	30000	69.70271974964348	96.0%	0.0899470899470899	-1.9162506720552823
chr10	15850001	15910000	chr10	15850001	17440000	1590000	60000	67.99873642783743	99.0%	0.0211864406779661	0.9767264986756984
chr10	19140001	19240000	chr10	17820001	19240000	1420000	100000	78.49304709307292	96.0%	0.0444685454219352	-2.971966993351808
chr10	31760001	31830000	chr10	30780001	31830000	1050000	70000	111.52841958995532	99.0%	0.0613756613756613	2.268273718620193
chr10	34600001	34650000	chr10	33200001	34650000	1450000	50000	73.75935730870816	98.0%	0.0772486772486772	1.3265533467585346
chr10	35220001	35290000	chr10	35220001	36880000	1660000	70000	64.80513616011089	98.0%	0.0699152542372881	-0.1237592171590421
chr10	42480001	42520000	chr10	42480001	44800000	2320000	40000	51.14653148759253	95.0%	0.086864406779661	-2.695287736427117
chr10	49890001	49950000	chr10	49890001	51060000	1170000	60000	87.68798956616814	97.0%	0.019047619047619	-2.674361475771217
chr10	50010001	50070000	chr10	50010001	51280000	1270000	60000	81.36240561550878	98.0%	0.0095238095238095	
chr10	50130001	50180000	chr10	50130001	51480000	1350000	50000	70.64227527951846	96.0%	0.0911016949152542	
chr10	55570001	55640000	chr10	55570001	58050000	2480000	70000	72.20712948895752	97.0%	0.0343915343915343	-8.6577951095709
chr10	56620001	56670000	chr10	56620001	58680000	2060000	50000	63.893162609628405	95.0%	0.037037037037037	-4.191693518807198
chr10	56900001	56980000	chr10	56900001	58790000	1890000	80000	71.60326613982838	95.0%	0.0423728813559322	
chr10	57750001	57790000	chr10	57750001	60060000	2310000	40000	45.4456919828026	95.0%	0.0402116402116402	-2.1546433542764434
chr10	61260001	61320000	chr10	61260001	64000000	2740000	60000	35.564639628549166	96.0%	0.0814814814814814	-1.2901479848734705
chr10	61710001	61740000	chr10	61130001	61740000	610000	30000	132.66914716864042	99.0%	0.0994708994708994	-1.4168945690618424
chr10	65200001	65250000	chr10	65200001	66130000	930000	50000	131.81770263405795	99.0%	0.0137711864406779	
chr10	81670001	81710000	chr10	81670001	83390000	1720000	40000	56.85825148053695	97.0%	0.0518518518518518	-2.975240052044149
chr10	105390001	105470000	chr10	105010001	105470000	460000	80000	186.994817327459	99.0%	0.0338624338624338	-1.7612480046036778
chr10	109830001	109870000	chr10	107010001	109870000	2860000	40000	33.85621122303394	95.0%	0.024350955071294	-2.9856080669959173
chr11	54350001	54390000	chr11	54350001	56030000	1680000	40000	61.80343889180493	98.0%	0.0735449735449735	-1.862334868784568
chr11	63590001	63650000	chr11	63010001	63650000	640000	60000	163.14393893648057	98.0%	0.0709370235853286	0.65264827334173
chr12	8500001	8570000	chr12	8500001	9240000	740000	70000	147.14727367657346	99.0%	0.092063492063492	0.6165098869358827
chr12	14820001	14890000	chr12	14820001	15470000	650000	70000	153.48779174290806	98.0%	0.0645502645502645	-0.3401293186710492
chr12	17480001	17540000	chr12	17480001	19240000	1760000	60000	75.08643173999316	95.0%	0.0984126984126984	-4.024629128180171
chr12	18320001	18360000	chr12	18320001	19320000	1000000	40000	118.74742932912264	99.0%	0.0883597883597883	-4.653756260995625
chr12	20690001	20730000	chr12	18670001	20730000	2060000	40000	53.561914020787846	97.0%	0.0206349206349206	
chr12	20900001	20940000	chr12	18720001	20940000	2220000	40000	51.17433345190664	96.0%	0.0317460317460317	-3.7957472358604063
chr12	21040001	21070000	chr12	21040001	22310000	1270000	30000	76.59315268833892	96.0%	0.0677248677248677	-2.200430084107809
chr12	40910001	40950000	chr12	40910001	42690000	1780000	40000	49.00020207243813	96.0%	0.0269841269841269	-2.910908225270527
chr12	40980001	41020000	chr12	40980001	42970000	1990000	40000	52.25808449490988	95.0%	0.0275132275132275	-5.397669797271236
chr12	53980001	54050000	chr12	53980001	54380000	400000	70000	260.2738174551785	99.0%	0.0328042328042328	0.6974053901026687
chr12	58230001	58300000	chr12	58230001	59170000	940000	70000	101.9840963730816	99.0%	0.0878306878306878	-2.8155132400306293
chr12	75120001	75150000	chr12	75120001	76290000	1170000	30000	71.39926067036383	97.0%	0.0677248677248677	-0.931454545561972
chr12	78540001	78570000	chr12	78540001	80580000	2040000	30000	54.29461814756822	95.0%	0.055026455026455	-3.734158196681492
chr12	80150001	80200000	chr12	79770001	80200000	430000	50000	186.24121199436652	99.0%	0.0952380952380952	-0.5104138597879238
chr12	81430001	81510000	chr12	81430001	82330000	900000	80000	131.22966603011102	98.0%	0.0835978835978836	-3.03377514031474
chr12	84310001	84360000	chr12	84310001	86740000	2430000	50000	60.89777879829925	95.0%	0.091005291005291	
chr12	84540001	84620000	chr12	84540001	85920000	1380000	80000	87.58421855669438	95.0%	0.0619047619047619	-2.0144259829726496
chr12	90680001	90720000	chr12	90680001	91330000	650000	40000	144.76543189408625	98.0%	0.0952380952380952	-1.5141568895666493
chr12	94530001	94600000	chr12	94530001	95430000	900000	70000	103.03664042188451	98.0%	0.0931216931216931	0.5094731653844526
chr12	100210001	100250000	chr12	100210001	100750000	540000	40000	153.07388343289583	99.0%	0.064021164021164	0.6470318264717106
chr12	118070001	118130000	chr12	118070001	119600000	1530000	60000	61.44474197952601	96.0%	0.0656084656084656	0.2249859122805533
chr12	130880001	130950000	chr12	130880001	131830000	950000	70000	116.0739691421189	99.0%	0.0867724867724867	0.2152231514999748
chr13	17650001	17890000	chr13	17650001	19660000	2010000	240000	59.13518988816531	95.0%	0.0455026455026455	
chr13	30110001	30150000	chr13	30110001	30820000	710000	40000	103.59197527301694	99.0%	0.0721102863202545	2.1006687098267167
chr13	72800001	72850000	chr13	72800001	73610000	810000	50000	79.02853118201912	99.0%	0.0795334040296924	0.951941750500372
chr13	103170001	103230000	chr13	103170001	104830000	1660000	60000	46.22598912009013	98.0%	0.0927889713679745	2.1858524041902405
chr14	31490001	31530000	chr14	31490001	32540000	1050000	40000	90.70935534067011	99.0%	0.0656779661016949	1.640823154300509
chr15	21730001	21780000	chr15	21730001	23990000	2260000	50000	60.97381791579609	96.0%	0.0375661375661375	
chr15	23170001	23220000	chr15	23170001	26520000	3350000	50000	18.8899484774557	96.0%	0.0603174603174603	-7.560387485191269
chr15	69710001	69760000	chr15	69710001	70400000	690000	50000	134.61039393538624	99.0%	0.0941798941798941	-0.0728475675817005
chr15	84160001	84200000	chr15	84160001	85960000	1800000	40000	58.12793226843161	96.0%	0.0216931216931216	-14.78371437881565
chr16	16840001	16880000	chr16	16840001	17600000	760000	40000	131.3394549704028	99.0%	0.0941798941798941	1.1636890991364133
chr16	21450001	21490000	chr16	21450001	23720000	2270000	40000	64.38891188181708	99.0%	0.0518518518518518	-22.449365298016577
chr16	29440001	29510000	chr16	29440001	30740000	1300000	70000	114.5260827027973	99.0%	0.0105820105820105	3.0105704006375804
chr16	53530001	53600000	chr16	53530001	55900000	2370000	70000	46.410054342134224	97.0%	0.056084656084656	1.7554988850424205
chr16	66940001	67000000	chr16	66940001	67470000	530000	60000	224.92929743328168	99.0%	0.0179894179894179	2.2248301587693318
chr16	67480001	67550000	chr16	67480001	68060000	580000	70000	207.6330845045815	99.0%	0.0354497354497354	1.7035430181954638
chr16	87870001	87940000	chr16	87380001	87940000	560000	70000	193.59859951503668	98.0%	0.0597883597883597	0.3283004012543171
chr17	45420001	45490000	chr17	45420001	46980000	1560000	70000	116.3747776066052	97.0%	0.0772486772486772	-1.2353638598551018
chr17	64830001	64880000	chr17	64830001	66160000	1330000	50000	89.08097641139763	97.0%	0.0687830687830687	-0.0135651059669748
chr19	21200001	21260000	chr19	21200001	22870000	1670000	60000	72.28347770273777	96.0%	0.0793650793650793	0.7451583360995828
chr19	36240001	36280000	chr19	36240001	37850000	1610000	40000	84.67573906143241	97.0%	0.0603174603174603	-6.1464440411620265
chr19	39100001	39140000	chr19	39100001	39540000	440000	40000	264.1298848026151	99.0%	0.0164021164021164	0.5724408948126831
chr19	52720001	52780000	chr19	52240001	52780000	540000	60000	204.5562226977108	99.0%	0.0984126984126984	-0.4392126213669983
chr20	31050001	31100000	chr20	31050001	31480000	430000	50000	645.5346625162653	95.0%	0.0783068783068783	-8.061022529977206
chr20	57620001	57670000	chr20	57620001	58170000	550000	50000	170.44970045098836	99.0%	0.0645502645502645	-0.2654514080057892
chr20	58630001	58690000	chr20	58210001	58690000	480000	60000	178.5547843031361	99.0%	0.0693121693121693	-0.1283406407891649
chr21	41250001	41310000	chr21	41250001	41780000	530000	60000	144.82775375533132	99.0%	0.091005291005291	1.605759524738584
chr21	43440001	43510000	chr21	42920001	43510000	590000	70000	192.3321433778561	99.0%	0.0243386243386243	
chr22	10920001	10960000	chr22	10920001	12630000	1710000	40000	174.15801136463074	97.0%	0.0126984126984126	
chr22	11010001	11060000	chr22	11010001	12630000	1620000	50000	150.27390244262375	98.0%	0.0645502645502645	-19.807798502438253
chr22	16390001	16450000	chr22	15190001	16450000	1260000	60000	112.87759807462376	96.0%	0.0380952380952381	-21.966014642996388
chr22	18340001	18410000	chr22	18340001	19670000	1330000	70000	96.40492037833448	97.0%	0.0074074074074074	
chr22	31650001	31710000	chr22	31650001	32480000	830000	60000	145.20789669994406	95.0%	0.0931216931216931	0.5526081613868726
chr22	32430001	32470000	chr22	32010001	32470000	460000	40000	221.38248281041703	99.0%	0.0714285714285714	0.2656058414077522
chr22	36960001	37030000	chr22	36530001	37030000	500000	70000	242.5517447685375	98.0%	0.0476190476190476	-0.7991892300478737
